High Income,Middle Income,Low Income;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
18.181818181818183,63.63636363636363,18.181818181818183;;;;;;;;;;;
