Blue Lot,Yellow Lot,Green Lot,Teal Lot,Garages,Overall Occupancy
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
40.74074074074074,42.30769230769231,40.42553191489361,40.74074074074074,0,40.773809523809526
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0.7936507936507936,41.07142857142857
41.66666666666667,42.30769230769231,40.42553191489361,40.74074074074074,0.7936507936507936,41.07142857142857
