High Income;Middle Income;Low Income
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
18.181818181818183;63,6364;18,1818
