High Income,Middle Income,Low Income;;;;;;
42.86363636363637,38.237864077669904,43.19444444444444;;;;;;
43.45454545454545,38.762135922330096,43.77777777777778;;;;;;
44.04545454545455,39.286407766990294,44.361111111111114;;;;;;
44.63636363636363,39.810679611650485,44.94444444444444;;;;;;
45.22727272727273,40.33495145631068,45.52777777777778;;;;;;
45.81818181818182,40.859223300970875,46.111111111111114;;;;;;
46.40909090909091,41.383495145631066,46.69444444444444;;;;;;
47,41.48543689320388,47.27777777777778;;;;;;
47.59090909090909,42.00970873786408,47.861111111111114;;;;;;
48.18181818181818,42.53398058252427,48.44444444444444;;;;;;
48.77272727272727,43.05825242718446,49.02777777777778;;;;;;
49.36363636363637,43.58252427184466,49.611111111111114;;;;;;
49.95454545454545,44.10679611650485,50.19444444444444;;;;;;
50.54545454545455,44.63106796116505,50.77777777777778;;;;;;
51.13636363636363,44.699029126213595,50.05555555555556;;;;;;
51.72727272727273,44.762135922330096,50.638888888888886;;;;;;
52.31818181818182,44.820388349514566,51.22222222222222;;;;;;
52.90909090909091,45.34466019417476,51.80555555555556;;;;;;
53.5,45.86893203883495,51.02777777777778;;;;;;
54.09090909090909,45.9126213592233,51.611111111111114;;;;;;
50.13636363636363,46.41747572815534,52.19444444444444;;;;;;
50.72727272727273,45.96116504854369,51.375;;;;;;
51.31818181818182,46.48543689320388,51.958333333333336;;;;;;
51.90909090909091,47.00970873786408,52.541666666666664;;;;;;
52.45454545454545,47.53398058252427,50.236111111111114;;;;;;
53,47.03398058252427,50.81944444444444;;;;;;
53.54545454545455,47.179611650485434,51.40277777777778;;;;;;
49.22727272727273,47.70388349514563,51.986111111111114;;;;;;
49.77272727272727,46.8252427184466,52.56944444444444;;;;;;
50.31818181818182,47.349514563106794,53.15277777777778;;;;;;
50.86363636363637,47.33980582524272,53.736111111111114;;;;;;
51.40909090909091,47.3252427184466,54.31944444444444;;;;;;
51.95454545454545,47.849514563106794,54.90277777777778;;;;;;
52.5,47.49029126213592,55.486111111111114;;;;;;
53.04545454545455,48.00970873786408,56.06944444444444;;;;;;
53.59090909090909,48.529126213592235,56.65277777777778;;;;;;
54.13636363636363,49.04854368932039,57.236111111111114;;;;;;
54.68181818181818,49.567961165048544,56.388888888888886;;;;;;
55.22727272727273,50.0873786407767,56.97222222222222;;;;;;
55.77272727272727,49.45631067961165,57.55555555555556;;;;;;
56.31818181818182,49.97572815533981,58.138888888888886;;;;;;
55.90909090909091,50.49514563106796,57.486111111111114;;;;;;
56.45454545454545,49.83009708737864,58.06944444444444;;;;;;
57,49.75242718446602,58.65277777777778;;;;;;
57.54545454545455,50.19417475728155,59.236111111111114;;;;;;
58.09090909090909,50.10679611650485,58.083333333333336;;;;;;
58.63636363636363,50.62621359223301,58.666666666666664;;;;;;
59.18181818181818,51.14563106796116,59.25;;;;;;
59.72727272727273,51.62135922330097,59.833333333333336;;;;;;
60.27272727272727,52.140776699029125,60.416666666666664;;;;;;
60.81818181818182,52.60679611650485,61;;;;;;
61.36363636363637,52.95145631067961,61.583333333333336;;;;;;
61.90909090909091,52.83009708737864,62.166666666666664;;;;;;
62.45454545454545,53.30582524271845,62.75;;;;;;
63,53.72330097087379,63.333333333333336;;;;;;
62.90909090909091,52.932038834951456,63.916666666666664;;;;;;
63.45454545454545,53.300970873786405,64.5;;;;;;
64,53.03883495145631,65.08333333333333;;;;;;
64.54545454545455,53.55825242718446,65.66666666666667;;;;;;
65.0909090909091,53.40291262135922,66.25;;;;;;
65.63636363636364,53.922330097087375,66.83333333333333;;;;;;
66.18181818181819,54.44174757281554,67.41666666666667;;;;;;
66.72727272727273,54.398058252427184,68;;;;;;
67.27272727272727,54.91747572815534,68.58333333333333;;;;;;
67.81818181818181,54.03883495145631,69.16666666666667;;;;;;
68.36363636363636,54.55825242718446,69.75;;;;;;
68.9090909090909,53.81553398058252,69.27777777777777;;;;;;
62.77272727272727,53.55339805825243,69.86111111111111;;;;;;
63.31818181818182,54.07281553398058,70.44444444444444;;;;;;
63.86363636363637,54.592233009708735,71.02777777777777;;;;;;
64.4090909090909,55.11165048543689,71.61111111111111;;;;;;
64.95454545454545,55.63106796116505,72.19444444444444;;;;;;
65.5,56.150485436893206,70.66666666666667;;;;;;
66.04545454545455,55.762135922330096,71.25;;;;;;
66.5909090909091,56.28155339805825,71.83333333333333;;;;;;
67.13636363636364,56.800970873786405,72.41666666666667;;;;;;
67.68181818181819,57.320388349514566,73;;;;;;
68.22727272727273,57.077669902912625,73.58333333333333;;;;;;
68.77272727272727,57.592233009708735,74.16666666666667;;;;;;
62.09090909090909,57.66504854368932,74.75;;;;;;
62.63636363636363,58.179611650485434,75.33333333333333;;;;;;
63.18181818181818,58.69417475728155,75.91666666666667;;;;;;
63.72727272727273,58.422330097087375,74.25;;;;;;
64.27272727272727,58.91747572815534,74.83333333333333;;;;;;
64.81818181818181,59.310679611650485,75.41666666666667;;;;;;
65.36363636363636,59.8252427184466,76;;;;;;
65.9090909090909,60.13106796116505,76.58333333333333;;;;;;
66.45454545454545,60.45631067961165,77.16666666666667;;;;;;
67,60.15533980582524,77.75;;;;;;
67.54545454545455,60.66990291262136,78.33333333333333;;;;;;
68.0909090909091,61.18446601941748,78.91666666666667;;;;;;
68.63636363636364,61.699029126213595,77.43055555555556;;;;;;
69.18181818181819,62.213592233009706,78.01388888888889;;;;;;
69.72727272727273,62.601941747572816,78.59722222222223;;;;;;
70.27272727272727,63.077669902912625,79.18055555555556;;;;;;
70.81818181818181,62.383495145631066,79.76388888888889;;;;;;
71.36363636363636,62.898058252427184,80.34722222222223;;;;;;
63.86363636363637,62.55339805825243,80.93055555555556;;;;;;
64.4090909090909,62.810679611650485,81.51388888888889;;;;;;
64.95454545454545,63.3252427184466,82.09722222222223;;;;;;
65.5,63.19417475728155,82.68055555555556;;;;;;
66.04545454545455,63.70873786407767,83.26388888888889;;;;;;
66.5909090909091,63.116504854368934,83.84722222222223;;;;;;
67.13636363636364,63.22330097087379,84.43055555555556;;;;;;
67.68181818181819,63.73300970873787,82.45833333333333;;;;;;
68.22727272727273,64.24271844660194,83.04166666666667;;;;;;
68.77272727272727,64.75242718446601,83.625;;;;;;
69.31818181818181,65.2621359223301,84.20833333333333;;;;;;
69.86363636363636,65.50970873786407,84.79166666666667;;;;;;
70.4090909090909,64.18446601941747,85.375;;;;;;
70.95454545454545,63.883495145631066,85.95833333333333;;;;;;
71.5,64.39320388349515,86.54166666666667;;;;;;
72.04545454545455,64.90291262135922,87.125;;;;;;
72.5909090909091,64.47572815533981,87.70833333333333;;;;;;
73.13636363636364,64.98543689320388,88.29166666666667;;;;;;
73.68181818181819,65.49514563106796,88.875;;;;;;
74.22727272727273,66.00485436893204,89.45833333333333;;;;;;
74.77272727272727,66.26699029126213,90.04166666666667;;;;;;
75.31818181818181,66.02912621359224,90.625;;;;;;
75.86363636363636,66.22815533980582,88.44444444444444;;;;;;
76.36363636363636,65.64563106796116,89.02777777777777;;;;;;
76.86363636363636,65.17961165048544,89.61111111111111;;;;;;
77.36363636363636,65.68446601941747,90.19444444444444;;;;;;
77.86363636363636,65.20388349514563,90.77777777777777;;;;;;
78.36363636363636,65.10679611650485,91.36111111111111;;;;;;
78.86363636363636,64.61650485436893,89.09722222222223;;;;;;
79.36363636363636,65.12135922330097,89.68055555555556;;;;;;
79.86363636363636,65.50970873786407,90.26388888888889;;;;;;
80.36363636363636,66.01456310679612,90.84722222222223;;;;;;
80.86363636363636,65.50485436893204,91.08333333333333;;;;;;
81.36363636363636,64.98543689320388,91.66666666666667;;;;;;
81.86363636363636,65.48543689320388,92.25;;;;;;
82.36363636363636,65.2864077669903,92.83333333333333;;;;;;
73.18181818181819,65.7864077669903,93.41666666666667;;;;;;
73.68181818181819,66.2864077669903,94;;;;;;
74.18181818181819,66.7864077669903,94.58333333333333;;;;;;
74.68181818181819,66.2378640776699,92.16666666666667;;;;;;
75.18181818181819,66.7378640776699,92.75;;;;;;
75.68181818181819,67.2378640776699,93.33333333333333;;;;;;
72.36363636363636,67.7378640776699,93.91666666666667;;;;;;
72.86363636363636,67.80582524271844,93.69444444444444;;;;;;
73.36363636363636,66.6504854368932,94.27777777777777;;;;;;
73.86363636363636,67.1504854368932,94.86111111111111;;;;;;
66.31818181818181,66.56796116504854,95.44444444444444;;;;;;
66.81818181818181,67.06796116504854,96.02777777777777;;;;;;
67.31818181818181,67.56796116504854,96.61111111111111;;;;;;
67.81818181818181,68.06796116504854,97.19444444444444;;;;;;
68.31818181818181,68.05825242718447,97.77777777777777;;;;;;
68.81818181818181,67.52427184466019,98.36111111111111;;;;;;
69.31818181818181,68.02427184466019,98.94444444444444;;;;;;
69.81818181818181,68.52427184466019,99.52777777777777;;;;;;
70.31818181818181,67.97087378640776,96.45833333333333;;;;;;
70.81818181818181,68.46601941747574,97.04166666666667;;;;;;
71.31818181818181,68.66990291262135,97.625;;;;;;
71.81818181818181,68.02912621359224,98.20833333333333;;;;;;
72.31818181818181,68.52427184466019,98.79166666666667;;;;;;
72.81818181818181,69.01941747572816,97.77777777777777;;;;;;
73.31818181818181,69.51456310679612,98.36111111111111;;;;;;
73.81818181818181,70.00970873786407,98.94444444444444;;;;;;
74.31818181818181,70.20388349514563,99.52777777777777;;;;;;
74.81818181818181,69.53398058252426,100.11111111111111;;;;;;
75.31818181818181,68.90776699029126,100.69444444444444;;;;;;
75.81818181818181,69.40291262135922,101.27777777777777;;;;;;
76.31818181818181,69.89805825242719,101.86111111111111;;;;;;
76.81818181818181,70.39320388349515,102.44444444444444;;;;;;
77.31818181818181,70.8883495145631,103.02777777777777;;;;;;
77.81818181818181,71.38349514563107,103.61111111111111;;;;;;
78.31818181818181,71.64563106796116,104.19444444444444;;;;;;
78.81818181818181,71.73300970873787,104.77777777777777;;;;;;
79.31818181818181,72.22815533980582,105.36111111111111;;;;;;
79.81818181818181,70.29611650485437,105.94444444444444;;;;;;
80.31818181818181,70.79126213592232,106.52777777777777;;;;;;
80.81818181818181,71.2864077669903,107.11111111111111;;;;;;
76.5,71.78155339805825,107.69444444444444;;;;;;
77,72.27669902912622,108.27777777777777;;;;;;
77.5,72.77184466019418,108.86111111111111;;;;;;
78,73.26699029126213,109.44444444444444;;;;;;
78.5,73.33009708737865,110.02777777777777;;;;;;
79,73.09708737864078,110.61111111111111;;;;;;
79.5,73.53398058252426,111.19444444444444;;;;;;
80,73.30582524271844,111.77777777777777;;;;;;
80.5,73.7378640776699,112.36111111111111;;;;;;
81,73.30582524271844,112.94444444444444;;;;;;
81.45454545454545,73.31067961165049,113.52777777777777;;;;;;
81.9090909090909,73.44174757281553,114.11111111111111;;;;;;
82.36363636363636,73.9368932038835,111.01388888888889;;;;;;
82.81818181818181,74.43203883495146,111.59722222222223;;;;;;
83.27272727272727,73.62621359223301,112.18055555555556;;;;;;
78.77272727272727,74.11650485436893,112.76388888888889;;;;;;
79.22727272727273,74.18446601941747,113.34722222222223;;;;;;
79.68181818181819,74.63592233009709,113.93055555555556;;;;;;
80.13636363636364,75.12621359223301,114.51388888888889;;;;;;
80.5909090909091,75.61650485436893,115.09722222222223;;;;;;
81.04545454545455,76.10679611650485,111.88888888888889;;;;;;
81.5,76.59708737864078,112.47222222222223;;;;;;
81.63636363636364,77.02912621359224,113.05555555555556;;;;;;
82.0909090909091,77.51941747572816,113.63888888888889;;;;;;
82.45454545454545,78.00970873786407,114.16666666666667;;;;;;
82.9090909090909,77.14563106796116,114.75;;;;;;
83.36363636363636,76.50970873786407,115.33333333333333;;;;;;
83.81818181818181,76.50970873786407,115.91666666666667;;;;;;
84.27272727272727,76.99514563106796,116.5;;;;;;
84.72727272727273,75.90291262135922,113.30555555555556;;;;;;
85.18181818181819,76.3883495145631,113.88888888888889;;;;;;
85.63636363636364,76.87378640776699,114.47222222222223;;;;;;
86.0909090909091,75.97572815533981,115.05555555555556;;;;;;
75.4090909090909,76.1747572815534,115.63888888888889;;;;;;
75.86363636363636,76.66019417475728,116.22222222222223;;;;;;
76.31818181818181,77.14563106796116,116.80555555555556;;;;;;
76.77272727272727,76.68446601941747,116.65277777777777;;;;;;
77.22727272727273,77.16990291262135,117.23611111111111;;;;;;
77.68181818181819,77.64563106796116,117.81944444444444;;;;;;
78.13636363636364,78.09708737864078,113;;;;;;
78.5909090909091,78.58252427184466,113.58333333333333;;;;;;
79.04545454545455,78.45145631067962,114.16666666666667;;;;;;
79.5,78.9368932038835,112.27777777777777;;;;;;
79.95454545454545,79.42233009708738,112.86111111111111;;;;;;
80.4090909090909,79.90776699029126,113.44444444444444;;;;;;
80.86363636363636,80.39320388349515,111.625;;;;;;
81.31818181818181,80.43203883495146,112.20833333333333;;;;;;
81.77272727272727,78.87864077669903,112.79166666666667;;;;;;
82.22727272727273,79.36407766990291,113.375;;;;;;
82.68181818181819,78.86407766990291,113.95833333333333;;;;;;
83.13636363636364,79.3495145631068,114.54166666666667;;;;;;
83.5909090909091,79.83495145631068,115.125;;;;;;
84.04545454545455,80.32038834951456,115.70833333333333;;;;;;
84.5,80.80582524271844,116.29166666666667;;;;;;
84.95454545454545,81.29126213592232,115.45833333333333;;;;;;
85.4090909090909,81.30097087378641,116.04166666666667;;;;;;
85.86363636363636,81.7864077669903,116.625;;;;;;
86.31818181818181,82.27184466019418,117.20833333333333;;;;;;
86.77272727272727,80.75242718446601,117.79166666666667;;;;;;
87.22727272727273,80.46601941747574,118.375;;;;;;
87.68181818181819,80.95145631067962,118.95833333333333;;;;;;
88.13636363636364,81.4368932038835,117.20833333333333;;;;;;
74.27272727272727,81.92233009708738,117.79166666666667;;;;;;
74.72727272727273,82.40776699029126,113.98611111111111;;;;;;
75.18181818181819,82.34466019417475,114.56944444444444;;;;;;
75.63636363636364,81.2864077669903,115.15277777777777;;;;;;
76.0909090909091,81.77184466019418,115.73611111111111;;;;;;
76.54545454545455,82.25728155339806,111.69444444444444;;;;;;
77,82.74271844660194,107.81944444444444;;;;;;
77.45454545454545,83.22815533980582,108.40277777777777;;;;;;
77.9090909090909,83.7135922330097,104.5;;;;;;
78.36363636363636,84.19902912621359,105.08333333333333;;;;;;
78.81818181818181,84.68446601941747,105.59722222222223;;;;;;
79.27272727272727,84.57281553398059,106.18055555555556;;;;;;
79.72727272727273,85.05825242718447,106.76388888888889;;;;;;
80.18181818181819,84.86407766990291,107.34722222222223;;;;;;
80.63636363636364,85.3495145631068,107.93055555555556;;;;;;
81.0909090909091,84.31067961165049,108.51388888888889;;;;;;
78,84.79611650485437,109.09722222222223;;;;;;
78.45454545454545,85.08252427184466,109.68055555555556;;;;;;
78.9090909090909,84.87378640776699,109.55555555555556;;;;;;
79.36363636363636,85.35922330097087,110.13888888888889;;;;;;
79.81818181818181,85.84466019417475,110.72222222222223;;;;;;
80.27272727272727,86.33009708737865,111.30555555555556;;;;;;
80.72727272727273,86.20873786407768,111.88888888888889;;;;;;
75.5,86.3883495145631,112.47222222222223;;;;;;
75.95454545454545,86.87378640776699,113.05555555555556;;;;;;
76.4090909090909,87.35922330097087,113.63888888888889;;;;;;
76.86363636363636,87.48543689320388,114.22222222222223;;;;;;
58.81818181818182,86.30582524271844,114.80555555555556;;;;;;
59.27272727272727,86.7864077669903,115.38888888888889;;;;;;
59.72727272727273,86.89805825242719,115.97222222222223;;;;;;
60.18181818181818,87.38349514563107,116.55555555555556;;;;;;
60.63636363636363,86.47572815533981,117.13888888888889;;;;;;
61.09090909090909,86.96116504854369,117.04166666666667;;;;;;
61.54545454545455,87.44660194174757,117.625;;;;;;
62,85.39320388349515,117.41666666666667;;;;;;
62.45454545454545,85.22815533980582,118;;;;;;
62.90909090909091,85.39805825242719,118.58333333333333;;;;;;
63.36363636363637,84.83495145631068,119.16666666666667;;;;;;
63.81818181818182,85.32038834951456,119.23611111111111;;;;;;
64.27272727272727,85.80582524271844,119.81944444444444;;;;;;
64.72727272727273,85.20873786407768,120.40277777777777;;;;;;
65.18181818181819,85.69417475728156,120.98611111111111;;;;;;
65.63636363636364,86.17961165048544,121.56944444444444;;;;;;
65.36363636363636,86.66504854368932,122.15277777777777;;;;;;
65.81818181818181,87.1504854368932,119.86111111111111;;;;;;
66.27272727272727,87.63592233009709,120.44444444444444;;;;;;
66.72727272727273,88.12135922330097,119.01388888888889;;;;;;
67.18181818181819,88.60679611650485,119.59722222222223;;;;;;
67.63636363636364,89.09223300970874,120.18055555555556;;;;;;
68.0909090909091,89.57766990291262,120.76388888888889;;;;;;
68.54545454545455,89.87864077669903,121.34722222222223;;;;;;
69,90.31067961165049,121.47222222222223;;;;;;
69.45454545454545,90.79611650485437,122.05555555555556;;;;;;
69.9090909090909,91.1747572815534,122.63888888888889;;;;;;
70.36363636363636,91.66019417475728,123.22222222222223;;;;;;
70.81818181818181,92.14563106796116,123.80555555555556;;;;;;
71.27272727272727,92.63106796116504,124.38888888888889;;;;;;
71.72727272727273,92.2135922330097,124.97222222222223;;;;;;
72.18181818181819,92.69902912621359,125.38888888888889;;;;;;
72.63636363636364,93.1747572815534,125.97222222222223;;;;;;
73.0909090909091,91.37378640776699,126.55555555555556;;;;;;
73.54545454545455,91.14077669902913,126.36111111111111;;;;;;
74,91.62621359223301,126.94444444444444;;;;;;
62.13636363636363,91.06796116504854,127.52777777777777;;;;;;
62.59090909090909,90.24757281553399,128.11111111111111;;;;;;
63.04545454545455,90.15533980582525,128.69444444444446;;;;;;
63.5,90.64077669902913,129.27777777777777;;;;;;
63.95454545454545,88.64077669902913,129.63888888888889;;;;;;
64.4090909090909,89.12621359223301,130.22222222222223;;;;;;
64.86363636363636,88.5631067961165,130.80555555555554;;;;;;
65.31818181818181,89.04854368932038,131.38888888888889;;;;;;
65.77272727272727,89.53398058252426,131.97222222222223;;;;;;
66.22727272727273,89.30582524271844,132.55555555555554;;;;;;
66.68181818181819,88.61650485436893,133.13888888888889;;;;;;
67.13636363636364,89.10194174757281,133.54166666666666;;;;;;
67.5909090909091,89.5873786407767,134.125;;;;;;
68.04545454545455,89.59223300970874,134.68055555555554;;;;;;
68.5,90.07766990291262,135.26388888888889;;;;;;
68.95454545454545,90.5631067961165,135.84722222222223;;;;;;
69.4090909090909,91.04854368932038,136.43055555555554;;;;;;
69.86363636363636,90.0631067961165,137.01388888888889;;;;;;
70.31818181818181,90.54854368932038,137.59722222222223;;;;;;
70.77272727272727,91.03398058252426,138.18055555555554;;;;;;
71.22727272727273,91.51941747572816,138.76388888888889;;;;;;
71.68181818181819,92.00485436893204,139.34722222222223;;;;;;
72.13636363636364,92.49029126213593,139.93055555555554;;;;;;
72.5909090909091,89.59708737864078,139.76388888888889;;;;;;
73.04545454545455,90.08252427184466,140.34722222222223;;;;;;
73.5,90.56796116504854,140.93055555555554;;;;;;
73.95454545454545,91.05339805825243,141.33333333333334;;;;;;
74.4090909090909,91.53883495145631,141.91666666666666;;;;;;
74.86363636363636,91.48058252427184,142.5;;;;;;
75.31818181818181,91.96601941747574,143.08333333333334;;;;;;
75.77272727272727,91.98058252427184,143.66666666666666;;;;;;
76.22727272727273,92.46601941747574,144.25;;;;;;
76.68181818181819,92.95145631067962,144.83333333333334;;;;;;
77.13636363636364,93.4368932038835,145.41666666666666;;;;;;
77.5909090909091,93.92233009708738,146;;;;;;
78.04545454545455,94.40776699029126,146.58333333333334;;;;;;
69.81818181818181,94.89320388349515,147.16666666666666;;;;;;
70.27272727272727,95.37864077669903,147.75;;;;;;
70.72727272727273,95.86407766990291,148.33333333333334;;;;;;
71.18181818181819,96.3495145631068,148.91666666666666;;;;;;
71.63636363636364,95.50485436893204,149.30555555555554;;;;;;
61.09090909090909,95.99029126213593,149.88888888888889;;;;;;
61.54545454545455,95.90291262135922,150.47222222222223;;;;;;
62,96.38349514563107,145.20833333333334;;;;;;
62.45454545454545,96.85436893203884,143.13888888888889;;;;;;
62.90909090909091,97.33495145631068,143.72222222222223;;;;;;
63.36363636363637,95.2135922330097,144.30555555555554;;;;;;
63.81818181818182,95.69417475728156,144.88888888888889;;;;;;
64.27272727272727,95.96116504854369,145.47222222222223;;;;;;
64.72727272727273,96.14077669902913,140;;;;;;
65.18181818181819,96.61650485436893,140.58333333333334;;;;;;
65.63636363636364,96.47087378640776,141.16666666666666;;;;;;
66.0909090909091,96.95145631067962,141.73611111111111;;;;;;
66.54545454545455,97.43203883495146,142.30555555555554;;;;;;
67,97.9126213592233,142.875;;;;;;
67.45454545454545,98.39320388349515,143.44444444444446;;;;;;
67.9090909090909,98.87378640776699,144.01388888888889;;;;;;
68.36363636363636,99.35436893203884,143.44444444444446;;;;;;
68.81818181818181,99.83495145631068,141.16666666666666;;;;;;
69.27272727272727,100.31553398058253,141.73611111111111;;;;;;
69.72727272727273,99.92718446601941,142.30555555555554;;;;;;
70.18181818181819,100.40776699029126,142.875;;;;;;
70.63636363636364,100.8883495145631,143.44444444444446;;;;;;
71.0909090909091,101.36893203883496,144.01388888888889;;;;;;
71.54545454545455,101.8495145631068,140.81944444444446;;;;;;
72,102.00485436893204,141.38888888888889;;;;;;
72.45454545454545,102.4126213592233,139.88888888888889;;;;;;
68.22727272727273,102.89320388349515,140.45833333333334;;;;;;
68.68181818181819,103.37378640776699,141.02777777777777;;;;;;
69.13636363636364,103.17961165048544,141.59722222222223;;;;;;
69.5909090909091,103.66019417475728,142.16666666666666;;;;;;
70.04545454545455,102.95145631067962,142.73611111111111;;;;;;
70.5,102.63592233009709,142.23611111111111;;;;;;
70.95454545454545,103.11650485436893,142.80555555555554;;;;;;
71.4090909090909,102.91747572815534,143.375;;;;;;
71.86363636363636,103.39805825242719,143.94444444444446;;;;;;
72.31818181818181,103.87864077669903,139.65277777777777;;;;;;
72.77272727272727,103.50970873786407,140.22222222222223;;;;;;
73.22727272727273,103.99029126213593,138.97222222222223;;;;;;
73.68181818181819,104.47087378640776,139.54166666666666;;;;;;
74.13636363636364,104.43203883495146,140.11111111111111;;;;;;
74.5909090909091,104.9126213592233,139.15277777777777;;;;;;
75.04545454545455,105.13106796116504,139.72222222222223;;;;;;
75.5,105.6116504854369,140.29166666666666;;;;;;
75.95454545454545,106.09223300970874,138.45833333333334;;;;;;
76.4090909090909,106.18932038834951,139.02777777777777;;;;;;
76.86363636363636,106.6504854368932,134.22222222222223;;;;;;
77.31818181818181,107.13106796116504,134.79166666666666;;;;;;
75.4090909090909,107.6116504854369,135.36111111111111;;;;;;
75.86363636363636,106.95631067961165,135.93055555555554;;;;;;
70.4090909090909,107.3883495145631,136.5;;;;;;
70.86363636363636,107.1747572815534,137.06944444444446;;;;;;
71.31818181818181,106.49514563106796,132.47222222222223;;;;;;
71.77272727272727,106.97572815533981,133.04166666666666;;;;;;
72.22727272727273,106.37864077669903,133.61111111111111;;;;;;
72.68181818181819,106.40776699029126,134.18055555555554;;;;;;
73.13636363636364,106.80097087378641,134.75;;;;;;
73.5909090909091,107.28155339805825,135.31944444444446;;;;;;
74.04545454545455,106.55339805825243,135.88888888888889;;;;;;
74.5,106.86893203883496,136.45833333333334;;;;;;
74.95454545454545,107.3495145631068,137.02777777777777;;;;;;
