High Income,Middle Income,Low Income;;;;;;
0,0,0;;;;;;
0.6923076923076923,0.5970149253731343,0.6986301369863014;;;;;;
1.3846153846153846,1.1840796019900497,1.3972602739726028;;;;;;
2.076923076923077,1.7810945273631842,2.095890410958904;;;;;;
2.769230769230769,2.3383084577114426,2.7945205479452055;;;;;;
3.4615384615384617,2.91044776119403,3.493150684931507;;;;;;
4.153846153846154,3.5074626865671643,4.191780821917808;;;;;;
4.846153846153846,4.104477611940299,4.794520547945205;;;;;;
5.538461538461538,4.701492537313433,5.493150684931507;;;;;;
6.230769230769231,5.298507462686567,6.191780821917808;;;;;;
6.538461538461538,5.796019900497512,6.7534246575342465;;;;;;
7.230769230769231,6.2835820895522385,7.4520547945205475;;;;;;
7.923076923076923,6.880597014925373,7.986301369863014;;;;;;
8.615384615384615,7.477611940298507,8.684931506849315;;;;;;
9.307692307692308,8.074626865671641,9.191780821917808;;;;;;
10,8.671641791044776,9.89041095890411;;;;;;
10.692307692307692,9.189054726368159,10.58904109589041;;;;;;
11.384615384615385,9.701492537313433,11.287671232876713;;;;;;
12.076923076923077,10.298507462686567,11.986301369863014;;;;;;
12.76923076923077,10.895522388059701,12.684931506849315;;;;;;
13.461538461538462,11.393034825870647,13.383561643835616;;;;;;
13.346153846153847,11.990049751243781,14.082191780821917;;;;;;
14.038461538461538,12.587064676616915,14.780821917808218;;;;;;
14.73076923076923,12.975124378109452,15.479452054794521;;;;;;
15.423076923076923,13.572139303482587,16.17808219178082;;;;;;
16.115384615384617,14.16915422885572,16.534246575342465;;;;;;
16.807692307692307,14.63681592039801,17.232876712328768;;;;;;
44698,15.233830845771145,17.931506849315067;;;;;;
18.192307692307693,15.691542288557214,18.63013698630137;;;;;;
18.884615384615383,16,19.328767123287673;;;;;;
19.576923076923077,16.34825870646766,20.027397260273972;;;;;;
19.076923076923077,16.945273631840795,20.726027397260275;;;;;;
19.76923076923077,17.54228855721393,21.424657534246574;;;;;;
20.46153846153846,18.139303482587064,22.123287671232877;;;;;;
21.153846153846153,18.73134328358209,22.82191780821918;;;;;;
21.846153846153847,19.149253731343283,23.52054794520548;;;;;;
22.53846153846154,19.741293532338307,24.21917808219178;;;;;;
23.23076923076923,20.149253731343283,24.91780821917808;;;;;;
23.923076923076923,20.696517412935325,25.616438356164384;;;;;;
24.615384615384617,21.28855721393035,25.78082191780822;;;;;;
25.307692307692307,21.880597014925375,26.47945205479452;;;;;;
