High Income,Middle Income,Low Income,
-0.3423836129335628,-0.3865975854202795,-0.34943687519283173,
-0.34238361293356256,-0.3859087135779826,-0.3494368751928316,
-0.34238361293356256,-0.3877687994676498,-0.34943687519283173,
-0.3423836129335627,-0.38786854304867446,-0.34943687519283156,
-0.3423836129335627,-0.3863267550425048,-0.3494368751928317,
-0.3408644452189706,-0.3863267550425046,-0.3531397503309567,
-0.3413625465567533,-0.38486589420865486,-0.35189953523984135,
-0.32896225851358724,-0.3848658942086549,-0.35189953523984135,
-0.33488823617812064,-0.3848658942086548,-0.35189953523984124,
-0.3417662657605056,-0.3853242695628511,-0.3529976568377682,
-0.3496116935780274,-0.3853242695628512,-0.3529976568377682,
-0.34171294688047066,-0.3882304887422887,-0.3529976568377682,
-0.356624537493832,-0.38823048874228866,-0.35299765683776835,
-0.3504973255795545,-0.3882304887422886,-0.3529976568377683,
-0.35122256664327206,-0.3892087308578172,-0.35164685344422963,
-0.3201243212143681,-0.38822294740568397,-0.3533803750646139,
-0.32012432121436807,-0.38675090073787805,-0.3533803750646139,
-0.32012432121436807,-0.3864950771667081,-0.35220628235328855,
-0.3201243212143681,-0.38913136716817753,-0.3479812356762784,
-0.3194964231304835,-0.3900534627097961,-0.35186200213708796,
-0.3194964231304836,-0.38967685126697693,-0.3518620021370879,
-0.31023706385959415,-0.38393367815904855,-0.3518245181300696,
-0.31656023167675307,-0.38967287202363143,-0.3518245181300695,
-0.3268091476642208,-0.3890529714323776,-0.3518245181300695,
-0.33094537760566367,-0.3901187730909473,-0.3518245181300696,
-0.33690534076721956,-0.38963659665576983,-0.3518245181300696,
-0.34097224168730056,-0.38751423689740094,-0.35182451813006954,
-0.32853731828780564,-0.38927176866763874,-0.36065416021119234,
-0.3286710508719401,-0.38694626401625315,-0.3676093151355422,
-0.29234328784814484,-0.38585428996953675,-0.36760931513554224,
-0.2991799523812471,-0.385538115632397,-0.3676093151355424,
-0.2968064898119691,-0.3852143425118211,-0.3676093151355421,
-0.29639354407670887,-0.38544978881066144,-0.3676093151355423,
-0.2963935440767088,-0.38380685015632443,-0.36760931513554224,
-0.2963935440767088,-0.3852648960499312,-0.3676093151355422,
-0.2963935440767089,-0.3852050290202916,-0.36719213378109594,
-0.2963935440767089,-0.38235085430236604,-0.35886283961088855,
-0.29639354407670887,-0.3823822973378858,-0.3588628396108885,
-0.2963935440767089,-0.3834784019232925,-0.358955037508331,
-0.2963935440767088,-0.38185679763936536,-0.3621614671109817,
-0.29639354407670887,-0.3843654207376641,-0.3609876713575226,
-0.2963935440767088,-0.3850606939332461,-0.3612394151727394,
-0.2963935440767089,-0.38589496300856674,-0.35884646786367963,
-0.2963935440767088,-0.3855108723475682,-0.3584224024766151,
-0.29639354407670887,-0.3849452948063341,-0.3598750794810452,
-0.29639354407670887,-0.3836682673656437,-0.3655762587846625,
-0.2963935440767089,-0.3806016834519963,-0.3667571736501355,
-0.29639354407670887,-0.3809638824968019,-0.3598173897058826,
-0.2963935440767089,-0.3809638824968017,-0.3584281174209106,
-0.29639354407670887,-0.38157325240307755,-0.3656455003562906,
-0.2963935440767088,-0.3815732524030782,-0.36547170285274333,
-0.29639354407670887,-0.3815732524030778,-0.36077812080746824,
-0.2963935440767088,-0.37987546010517825,-0.36454639052962867,
-0.2963935440767089,-0.3812606832146489,-0.37115339088227634,
-0.2963935440767089,-0.3808144806140424,-0.36374540058316684,
-0.2963935440767089,-0.38352832819094074,-0.36411602881124955,
-0.2963935440767088,-0.38289249593933333,-0.35878020311105924,
-0.29639354407670887,-0.3832899730178476,-0.36132841282152145,
-0.29639354407670887,-0.38167758267949753,-0.3590779530342172,
-0.2963935440767089,-0.38579620908012613,-0.35907795303421736,
-0.29639354407670887,-0.3850907310522957,-0.35907795303421725,
-0.2963935440767088,-0.3847595072864828,-0.3590779530342172,
-0.3034941356261024,-0.38532100758900933,-0.35907795303421713,
-0.30349413562610245,-0.37951252052693446,-0.3590779530342172,
-0.30349413562610245,-0.38424178933776326,-0.35907795303421725,
-0.30349413562610245,-0.38405421732496614,-0.3590779530342172,
-0.30349413562610245,-0.384734928430052,-0.3590779530342172,
-0.30349413562610245,-0.38376468263907193,-0.3590779530342174,
-0.30349413562610245,-0.38541709057870377,-0.35907795303421725,
-0.3034941356261024,-0.3911845378564084,-0.3590779530342172,
-0.30340078644806534,-0.3916437542390213,-0.35907795303421736,
-0.30340078644806534,-0.3912795319389945,-0.3590779530342172,
-0.30340078644806534,-0.39134739168484073,-0.35907795303421725,
-0.30340078644806534,-0.39198263643083253,-0.3590779530342172,
-0.3034007864480654,-0.3934032743663903,-0.363013322586275,
-0.3034007864480654,-0.38919768431263235,-0.36301332258627506,
-0.3034007864480654,-0.3898289872603105,-0.36051027699764526,
-0.30340078644806534,-0.390536027122737,-0.36051027699764554,
-0.30340078644806534,-0.3916854061526312,-0.36051027699764554,
-0.3034007864480654,-0.38937327610845657,-0.3605102769976455,
-0.30340078644806534,-0.3908625354753831,-0.3608298824969709,
-0.30340078644806534,-0.3939990866713889,-0.35100438096961034,
-0.30340078644806534,-0.39373540479692726,-0.35720195194624843,
-0.30340078644806534,-0.3915680138782333,-0.3550313307239687,
-0.3034007864480653,-0.39258313359923436,-0.35631804655874366,
-0.3034007864480653,-0.3925360686090042,-0.35793983813080543,
-0.30340078644806534,-0.39193328788198883,-0.3585543022916704,
-0.2899750260697775,-0.3926524058687701,-0.35529571438662777,
-0.27892555939498576,-0.3932945657536313,-0.3604780567668155,
-0.27892555939498564,-0.39181988490185665,-0.35475680621402916,
-0.2755437569874467,-0.39175474679269184,-0.3587206088963812,
-0.2755437569874467,-0.395291863919294,-0.3589681177844911,
-0.2755437569874467,-0.3938997979490623,-0.3565221867122161,
-0.2755437569874467,-0.3928540808159944,-0.3542632681998957,
-0.2755437569874467,-0.39218167714693686,-0.3534695679468987,
-0.27554375698744676,-0.39302337306716423,-0.3535979640974822,
-0.2755437569874467,-0.39200443192189593,-0.35598247908660646,
-0.2755437569874467,-0.39134332191853527,-0.3538209945955066,
-0.2755437569874467,-0.39229913258895327,-0.3532039176516544,
-0.27939434614751135,-0.3925608367712558,-0.34505856302013005,
-0.2825703077932325,-0.39204629934242036,-0.3434042265240326,
-0.28424060942039153,-0.3908854389608277,-0.34535812419237305,
-0.2738128275695105,-0.40269031265789973,-0.342516239035388,
-0.28096823375820734,-0.40009703517996503,-0.343143396164501,
-0.2748176970714548,-0.39921265774304926,-0.34935320094831435,
-0.2730357106667204,-0.39909856931481386,-0.35249774438819087,
-0.2803203829472527,-0.3986802389275601,-0.35295192054517943,
-0.28229125447954306,-0.39868023892756016,-0.3508307033218022,
-0.27613851261416983,-0.3986802389275603,-0.3523564486836224,
-0.28511997342323997,-0.39866560024748704,-0.3583865312244426,
-0.2692105810840894,-0.3945572913468866,-0.35101915145524276,
-0.2692105810840894,-0.39289371071769336,-0.3539801806094902,
-0.2692105810840894,-0.39300955061201426,-0.3527975235878307,
-0.2692105810840894,-0.3873785432030821,-0.3501375644362246,
-0.2692105810840895,-0.38705482532295343,-0.3411767455172594,
-0.2692105810840894,-0.3889895122728835,-0.34421650642749335,
-0.26921058108408935,-0.388726800244552,-0.33673527812970183,
-0.26921058108408946,-0.3887268002445514,-0.3367352781297017,
-0.2692105810840894,-0.3872213511740641,-0.33673527812970183,
-0.2692105810840894,-0.3853003376051651,-0.3367352781297017,
-0.2692105810840894,-0.3866186734655283,-0.33673527812970194,
-0.2692105810840894,-0.38616847110551006,-0.3367352781297018,
-0.2692105810840894,-0.3847171164175866,-0.3367352781297018,
-0.2692105810840894,-0.3873197259079258,-0.3367352781297017,
-0.2692105810840894,-0.3896781043161535,-0.3367352781297018,
-0.2692105810840894,-0.3892995297569726,-0.3367352781297017,
-0.2692105810840894,-0.38892000169113794,-0.3367352781297019,
-0.26921058108408935,-0.3917162159724295,-0.33673527812970183,
-0.2692105810840894,-0.38769377397284965,-0.3367352781297019,
-0.2755306177222416,-0.3893142379285771,-0.3367352781297018,
-0.27024017812909673,-0.38734443677373137,-0.3367352781297019,
-0.2642924261831387,-0.3921392873726689,-0.3367352781297018,
-0.26644307784054705,-0.39014097204037806,-0.3367352781297017,
-0.2767275910845685,-0.3936655421404844,-0.33673527812970183,
-0.27646255522101104,-0.3915285396925109,-0.33673527812970183,
-0.2845582187850913,-0.3922390152151082,-0.3367352781297018,
-0.26569647536579316,-0.3927526937776161,-0.3425558903963784,
-0.2698591462585377,-0.3937091784726159,-0.3390821637945649,
-0.2659931581015266,-0.3913745614419096,-0.3401452453814871,
-0.27721765119255715,-0.39299549997566635,-0.34005993386591693,
-0.26327484589667854,-0.3927389716882708,-0.34225293625094044,
-0.26327484589667854,-0.3905438298779573,-0.3389080160993491,
-0.26327484589667854,-0.38873438507364905,-0.33982663927025225,
-0.2632748458966786,-0.3884174445156679,-0.3410476435306996,
-0.26327484589667854,-0.3882955009547344,-0.34288405504468206,
-0.26327484589667854,-0.38921311227441513,-0.3411865029550871,
-0.2632748458966786,-0.38895397162632156,-0.34423675601923237,
-0.26327484589667854,-0.39102959443434965,-0.33136214133267855,
-0.2632748458966786,-0.3859914530602095,-0.33523593811650376,
-0.26327484589667854,-0.38577316406414675,-0.34160957653636254,
-0.26327484589667854,-0.38430755675070116,-0.33983616441233555,
-0.26327484589667854,-0.386668130552851,-0.3403556580301441,
-0.2632748458966786,-0.3854642814483432,-0.33696875613577704,
-0.2632748458966786,-0.38603536245712883,-0.33403879375977985,
-0.26327484589667854,-0.3875603945854693,-0.33403879375977996,
-0.26327484589667854,-0.38593064293935103,-0.33006586782650216,
-0.2632748458966786,-0.38797888180259693,-0.33006586782650205,
-0.26327484589667854,-0.38716748973344844,-0.3300658678265021,
-0.26327484589667854,-0.385516049660137,-0.33006586782650205,
-0.26327484589667854,-0.38620590016135187,-0.3300658678265021,
-0.2632748458966785,-0.38467466196886413,-0.33006586782650205,
-0.26327484589667854,-0.38177678069833687,-0.33006586782650205,
-0.2632748458966786,-0.38087569588156317,-0.3300658678265021,
-0.26327484589667854,-0.3814767095366176,-0.3300658678265022,
-0.26327484589667854,-0.38091335945119176,-0.33006586782650216,
-0.26481581062821086,-0.3797898044019312,-0.33006586782650216,
-0.26481581062821086,-0.3795808098551497,-0.33006586782650205,
-0.2648158106282109,-0.3796779616636432,-0.3300658678265021,
-0.2648158106282109,-0.3816666338860805,-0.3300658678265021,
-0.26481581062821086,-0.38269456656986645,-0.33006586782650216,
-0.2648158106282109,-0.3800731344750687,-0.32908192063772024,
-0.26481581062821086,-0.37938507209983885,-0.32908192063772035,
-0.26481581062821086,-0.37774449699714546,-0.32908192063772035,
-0.2648158106282109,-0.3798956011144585,-0.3290819206377204,
-0.26481581062821086,-0.40575401542149114,-0.3290819206377204,
-0.26481581062821097,-0.40445494111459507,-0.3290152310535364,
-0.2648158106282109,-0.40482964328654253,-0.3371887791334039,
-0.2648158106282109,-0.4046563708821289,-0.33955983750696855,
-0.26449803024465746,-0.40383249238824737,-0.3374571888876825,
-0.2674927478516422,-0.40831885282935826,-0.3346726921790541,
-0.262970407374515,-0.40653689131718784,-0.33311422675493263,
-0.27204204937901777,-0.40536555923964723,-0.33824012543214743,
-0.2622750382692169,-0.4176069469234363,-0.3427327654659472,
-0.2718841210729795,-0.4176069469234356,-0.3415470335817419,
-0.26311097891355123,-0.417606946923436,-0.3429711619163076,
-0.2506167723032023,-0.4176069469234358,-0.32743216447485957,
-0.26146408422245104,-0.417578240898785,-0.324340953399521,
-0.261464084222451,-0.4155482259416373,-0.3171338700308252,
-0.261464084222451,-0.4104312040173648,-0.3141703221743445,
-0.26146408422245104,-0.4120315952443576,-0.3088709500692231,
-0.2546345624888534,-0.4107748325964632,-0.30455763634995325,
-0.2693991654747242,-0.4122218044916033,-0.2989104742064031,
-0.26499614649282016,-0.4116202273116357,-0.2980532477428521,
-0.2591675666603942,-0.4116534494518642,-0.298973631253388,
-0.26594348406199214,-0.4107200709567014,-0.29334770522992154,
-0.26406973642352355,-0.41541359686863355,-0.28999067830685255,
-0.2607221179747072,-0.41302745487561,-0.29057414696175776,
-0.2518443198669939,-0.4102767697181686,-0.29230158176109583,
-0.2545445026785964,-0.4095499986238035,-0.2939468169708553,
-0.26322243583123606,-0.4122610387627316,-0.2935355590133214,
-0.24462096054416568,-0.41442393389145715,-0.2894525506099762,
-0.2446209605441657,-0.4182689734868773,-0.2886454079678439,
-0.2446209605441657,-0.41989407476673013,-0.2899104044792559,
-0.24462096054416577,-0.42676017038603964,-0.28591253826339025,
-0.24462096054416566,-0.42535841786476153,-0.2858514868081289,
-0.24462096054416568,-0.42433102315605764,-0.2851588641346941,
-0.2446209605441657,-0.42744265728784697,-0.2875956388349932,
-0.24462096054416566,-0.4256027687072491,-0.28451975017484954,
-0.24462096054416577,-0.4221471277661595,-0.28639053246933266,
-0.24462096054416577,-0.4277970461906835,-0.28178887685897974,
-0.24462096054416568,-0.4273685034191691,-0.27754576424272925,
-0.24767944706685394,-0.42801645976478786,-0.27965242204647367,
-0.24767944706685402,-0.42501140740294757,-0.27502350887643123,
-0.24767944706685394,-0.4220139732849179,-0.2826721980547657,
-0.24767944706685396,-0.4206806554141003,-0.28164552151145356,
-0.24767944706685396,-0.4190794552982909,-0.2800683596812139,
-0.24767944706685407,-0.4172259107419086,-0.2830648449288713,
-0.24767944706685396,-0.41658322152954774,-0.2810069321883544,
-0.24767944706685402,-0.4171033040702234,-0.2787173570549729,
-0.24767944706685396,-0.4145444502636081,-0.2736219644088315,
-0.24767944706685407,-0.415099961840444,-0.2719214758357166,
-0.247679447066854,-0.41524141943079734,-0.27272675823633247,
-0.247679447066854,-0.4150675591505215,-0.2718901343818753,
-0.24767944706685396,-0.4164181412499882,-0.2747268665592546,
-0.24767944706685396,-0.4156853000469893,-0.2796981333440607,
-0.24767944706685394,-0.415009998574095,-0.27810209484176435,
-0.25632359025689905,-0.4162400108265917,-0.27664434173779945,
-0.26826703787735623,-0.41492178981959066,-0.2748762406333285,
-0.2610889881179083,-0.41798650028378964,-0.2838937369979035,
-0.2462085325632692,-0.41641342922950236,-0.28423433683452864,
-0.2474390859529621,-0.41903598952714294,-0.28000192249888683,
-0.24491337206526922,-0.41371078803192207,-0.2822933968794427,
-0.2554681795916894,-0.413214715261436,-0.28117682881242495,
-0.25522380127823396,-0.4102768465900775,-0.28230811017599167,
-0.25562081683834104,-0.4082382943999578,-0.2835027555401243,
-0.23631453403077468,-0.4084307734327063,-0.2794302256012503,
-0.2538841646811705,-0.40966517456969576,-0.2741513156461927,
-0.24165403693078852,-0.4086139635946187,-0.27113496603388354,
-0.24165403693078863,-0.40949959564440835,-0.27692763790432107,
-0.24165403693078863,-0.4090276271215265,-0.27009983991551745,
-0.24165403693078855,-0.4097068541772763,-0.2605807711581706,
-0.24165403693078855,-0.4093820204425103,-0.2611980812753727,
-0.24165403693078863,-0.4087752687012059,-0.26008003317992895,
-0.2323478395717671,-0.409697959010222,-0.2627524117507926,
-0.23234783957176705,-0.4075454554482334,-0.26046611408745907,
-0.23473966897808224,-0.4075454554482334,-0.25761835576114794,
-0.23473966897808224,-0.4075454554482335,-0.2594036574922954,
-0.23473966897808232,-0.40734304067470384,-0.26078775168169216,
-0.23473966897808227,-0.40575569050877286,-0.2646649994650367,
-0.2347396689780822,-0.4056766149635612,-0.26609211991779197,
-0.23473966897808227,-0.4057406223322629,-0.2671300503710807,
-0.23473966897808227,-0.40853289303936574,-0.2678925221202373,
-0.23473966897808232,-0.4078356513305731,-0.2603941724128036,
-0.23473966897808224,-0.40784935685989987,-0.26039417241280366,
-0.23473966897808227,-0.40693227906663676,-0.26039417241280366,
-0.23473966897808227,-0.40746193829100724,-0.26691445610814696,
-0.23473966897808224,-0.4086083281467919,-0.26581720379155943,
-0.23473966897808224,-0.40459119352911566,-0.2660310204371434,
-0.23473966897808227,-0.40411017470346255,-0.265374487917754,
-0.23473966897808227,-0.4036617583428494,-0.265343688415009,
-0.23473966897808224,-0.404308909128765,-0.25782435601263376,
-0.23473966897808227,-0.40820334897342225,-0.2578243560126337,
-0.23473966897808232,-0.4099817302082869,-0.2578243560126338,
-0.23473966897808224,-0.4085140720944939,-0.2578243560126337,
-0.23473966897808227,-0.4070937855373178,-0.2578243560126337,
-0.23473966897808227,-0.4064019676564271,-0.25482801933060056,
-0.23473966897808224,-0.402505707242873,-0.2548280193306006,
-0.23473966897808224,-0.40238621229753085,-0.2534075781808858,
-0.23473966897808235,-0.4035227802019349,-0.2534075781808858,
-0.23436881708877014,-0.40787286926239896,-0.25340757818088566,
-0.23436881708877014,-0.4050103499495183,-0.25340757818088583,
-0.23436881708877014,-0.4049178422638204,-0.2692343156656536,
-0.2343688170887702,-0.4076359847189528,-0.26923431566565365,
-0.23436881708877016,-0.4073226801041573,-0.2692343156656536,
-0.23436881708877008,-0.4055616987618429,-0.2704790913410679,
-0.23436881708877008,-0.4061954991920663,-0.27047909134106796,
-0.23436881708877016,-0.40563316395639915,-0.2704790913410679,
-0.23436881708877008,-0.4076472039551218,-0.2704790913410679,
-0.2343688170887702,-0.4068933097646602,-0.27345820964526935,
-0.23436881708877014,-0.40765478621831525,-0.27345820964526935,
-0.23436881708877014,-0.4042969711311071,-0.27345820964526935,
-0.25406301534537457,-0.40429697113110724,-0.2734582096452694,
-0.2540630153453746,-0.4042969711311075,-0.2718512225080752,
-0.25406301534537473,-0.4042969711311071,-0.2718512225080753,
-0.2540630153453746,-0.4042969711311072,-0.27987232135971624,
-0.2540630153453746,-0.40307275553091704,-0.2798723213597163,
-0.2540630153453746,-0.40307275553091715,-0.27987232135971624,
-0.2540630153453746,-0.40930942495480005,-0.2798723213597163,
-0.2540630153453746,-0.41060396854227604,-0.27987232135971624,
-0.25406301534537457,-0.41159147028008847,-0.27987232135971624,
-0.2540630153453746,-0.4122799340036219,-0.27987232135971624,
-0.2540630153453747,-0.41098369834490245,-0.28485979694230124,
-0.2540630153453746,-0.4109836983449025,-0.2811441970318274,
-0.2540630153453746,-0.40831421223006154,-0.2811441970318273,
-0.25406301534537457,-0.4083585472221566,-0.2811441970318274,
-0.2540630153453745,-0.4100816674127575,-0.28114419703182736,
-0.2540630153453746,-0.4100816674127576,-0.28114419703182736,
-0.2540630153453746,-0.40954616635359803,-0.28114419703182736,
-0.2540630153453746,-0.4075442880656599,-0.28114419703182725,
-0.25406301534537457,-0.40754428806566,-0.287682765906354,
-0.2540630153453746,-0.4077288595774495,-0.28768276590635383,
-0.25406301534537457,-0.4077288595774493,-0.28768276590635405,
-0.2540630153453746,-0.4077288595774493,-0.28768276590635394,
-0.25406301534537457,-0.4077288595774495,-0.287682765906354,
-0.25406301534537457,-0.4069525789360542,-0.2854147371027605,
-0.25406301534537457,-0.40695257893605424,-0.28541473710276044,
-0.25406301534537457,-0.40695257893605435,-0.2854147371027606,
-0.2540630153453746,-0.40695257893605435,-0.28541473710276055,
-0.2540630153453746,-0.4069525789360542,-0.28577169859884627,
-0.25406301534537457,-0.4056250733345901,-0.2857716985988463,
-0.25406301534537457,-0.40562507333459,-0.28577169859884627,
-0.25406301534537457,-0.4059003665201273,-0.28577169859884627,
-0.25406301534537457,-0.4066204667280862,-0.28577169859884616,
-0.25406301534537457,-0.4064942531489819,-0.2857716985988462,
-0.26948144764702686,-0.4064942531489818,-0.28577169859884627,
-0.26948144764702686,-0.40663759261011995,-0.2857716985988463,
-0.2694814476470269,-0.4066375926101203,-0.28577169859884644,
-0.2694814476470269,-0.40663759261012045,-0.2857716985988462,
-0.2623243029773719,-0.4054104155598612,-0.28577169859884627,
-0.26232430297737186,-0.405410415559861,-0.28577169859884627,
-0.26232430297737186,-0.4066412381783189,-0.286793407209218,
-0.26232430297737186,-0.40664123817831926,-0.286793407209218,
-0.26232430297737186,-0.4066412381783191,-0.2867934072092179,
-0.2623243029773719,-0.4066412381783188,-0.2867934072092179,
-0.2623243029773719,-0.4066412381783188,-0.2867934072092181,
-0.26232430297737186,-0.4066412381783188,-0.28679340720921803,
-0.26232430297737186,-0.4076083790270995,-0.28679340720921803,
-0.26232430297737186,-0.4076083790270995,-0.286793407209218,
-0.26232430297737186,-0.40760837902709957,-0.28679340720921803,
-0.26232430297737186,-0.404037998122953,-0.28679340720921803,
-0.26967589968545186,-0.4040379981229532,-0.28755800639790957,
-0.2696758996854519,-0.404037998122953,-0.2875580063979094,
-0.2696758996854519,-0.40403799812295305,-0.28755800639790946,
-0.26967589968545186,-0.40403799812295305,-0.2875580063979096,
-0.2696758996854519,-0.404037998122953,-0.2875580063979095,
-0.2696758996854519,-0.4040379981229527,-0.28755800639790946,
-0.2696758996854519,-0.4047857059824361,-0.2875580063979095,
-0.26967589968545186,-0.4059594900477485,-0.2875580063979094,
-0.26967589968545186,-0.4066339695404296,-0.2875580063979095,
-0.2696758996854519,-0.40663396954042985,-0.28755800639790957,
-0.2696758996854519,-0.40663396954042974,-0.2875580063979094,
-0.2696758996854518,-0.40663396954042924,-0.2875580063979095,
-0.2696758996854519,-0.40903381882278067,-0.2875580063979094,
-0.2696758996854519,-0.409229800878822,-0.2875580063979094,
-0.2696758996854519,-0.4075416224073527,-0.2875580063979095,
-0.26967589968545197,-0.40570498210125555,-0.2875580063979094,
-0.2696758996854518,-0.40467674710764084,-0.2875580063979095,
-0.27161722630715707,-0.4068790540031325,-0.2929531174107057,
-0.2716172263071571,-0.4062434748930411,-0.29295311741070545,
-0.2716172263071572,-0.40479516605662347,-0.29295311741070545,
