High Income,Middle Income,Low Income;;;;;;;
152.5744680851064,160.0678391959799,148.90728476821192;;;;;;;
153.31914893617022,160.81909547738692,149.65562913907286;;;;;;;
149.06382978723406,160.97989949748742,150.39735099337747;;;;;;;
149.80851063829786,161.73115577889448,151.13907284768212;;;;;;;
150.5531914893617,162.4824120603015,151.88079470198676;;;;;;;
151.29787234042553,163.23366834170855,151.04635761589404;;;;;;;
152.04255319148936,163.98492462311557,151.78807947019868;;;;;;;
152.7872340425532,164.73618090452263,151.83443708609272;;;;;;;
153.53191489361703,165.48492462311557,152.57615894039736;;;;;;;
154.27659574468086,165.62562814070353,153.31788079470198;;;;;;;
155.0212765957447,165.76381909547737,154.05960264900662;;;;;;;
155.7659574468085,166.51256281407035,154.80132450331126;;;;;;;
156.51063829787233,167.26130653266333,155.5430463576159;;;;;;;
152,168.01005025125627,156.28476821192052;;;;;;;
152.72340425531914,168.75879396984925,157.02649006622516;;;;;;;
153.4468085106383,168.55527638190955,157.7682119205298;;;;;;;
154.17021276595744,169.30402010050253,158.50993377483445;;;;;;;
154.89361702127658,169.9497487437186,157.59602649006624;;;;;;;
155.61702127659575,170.69849246231155,158.33774834437085;;;;;;;
156.3404255319149,171.44723618090453,159.0794701986755;;;;;;;
157.06382978723406,172.19597989949747,159.82119205298014;;;;;;;
157.7872340425532,172.94221105527637,160.56291390728478;;;;;;;
158.51063829787233,173.68844221105527,161.3046357615894;;;;;;;
159.2340425531915,174.43467336683418,161.86092715231788;;;;;;;
159.95744680851064,175.18090452261308,162.60264900662253;;;;;;;
160.68085106382978,175.92713567839195,161.63576158940398;;;;;;;
161.40425531914894,176.4321608040201,162.3774834437086;;;;;;;
162.12765957446808,176.46231155778895,163.11920529801324;;;;;;;
162.82978723404256,177.20603015075378,163.86092715231788;;;;;;;
163.53191489361703,177.18341708542712,164.60264900662253;;;;;;;
164.2340425531915,177.92713567839195,165.34437086092714;;;;;;;
164.93617021276594,178.67085427135677,166.08609271523179;;;;;;;
165.63829787234042,179.4145728643216,166.82781456953643;;;;;;;
166.3404255319149,180.15829145728642,167.56953642384107;;;;;;;
165.59574468085106,180.90201005025125,168.3112582781457;;;;;;;
166.29787234042553,181.64572864321607,167.27814569536423;;;;;;;
167,181.71356783919597,166.23841059602648;;;;;;;
167.70212765957447,182.4572864321608,166.98013245033113;;;;;;;
168.40425531914894,183.17336683417085,167.72185430463577;;;;;;;
169.10638297872342,183.88693467336682,168.46357615894038;;;;;;;
169.80851063829786,184.63065326633165,169.19867549668874;;;;;;;
170.36170212765958,184.6859296482412,169.9337748344371;;;;;;;
171.06382978723406,184.73869346733667,170.66887417218544;;;;;;;
171.7659574468085,185.44723618090453,169.57615894039736;;;;;;;
172.46808510638297,186.19095477386935,170.3112582781457;;;;;;;
173.17021276595744,186.93467336683418,171.04635761589404;;;;;;;
173.87234042553192,187.46231155778895,171.7814569536424;;;;;;;
174.5744680851064,188.2035175879397,172.51655629139074;;;;;;;
175.27659574468086,188.61557788944722,173.25165562913907;;;;;;;
175.9787234042553,189.356783919598,173.98675496688742;;;;;;;
176.68085106382978,190.09798994974875,174.72185430463577;;;;;;;
177.38297872340425,190.8391959798995,175.4569536423841;;;;;;;
178.08510638297872,190.62060301507537,176.19205298013244;;;;;;;
178.7872340425532,190.91708542713567,176.9271523178808;;;;;;;
179.48936170212767,191.65829145728642,177.66225165562915;;;;;;;
180.19148936170214,191.67587939698493,178.39735099337747;;;;;;;
174.74468085106383,192.41708542713567,179.13245033112582;;;;;;;
175.4468085106383,193.15829145728642,179.86754966887418;;;;;;;
176.14893617021278,193.89949748743717,180.60264900662253;;;;;;;
176.85106382978722,194.64070351758795,179.40397350993376;;;;;;;
177.5531914893617,195.3819095477387,179.90728476821192;;;;;;;
178.25531914893617,195.99497487437185,176.74834437086093;;;;;;;
178.95744680851064,196.73618090452263,175.52980132450332;;;;;;;
179.6595744680851,196.33417085427135,176.26490066225165;;;;;;;
180.36170212765958,196.32663316582915,177;;;;;;;
181.06382978723406,196.31658291457288,175.6158940397351;;;;;;;
181.7659574468085,196.30402010050253,176.35099337748343;;;;;;;
182.46808510638297,197.0427135678392,177.08609271523179;;;;;;;
183.17021276595744,197.74120603015075,177.82119205298014;;;;;;;
183.87234042553192,197.74371859296483,178.5562913907285;;;;;;;
184.5744680851064,197.71859296482413,179.2913907284768;;;;;;;
185.27659574468086,198.45477386934672,180.02649006622516;;;;;;;
185.9787234042553,198.4246231155779,180.76158940397352;;;;;;;
186.68085106382978,198.39195979899498,181.49668874172184;;;;;;;
187.38297872340425,199.1281407035176,181.60927152317882;;;;;;;
188.08510638297872,199.84170854271358,182.34437086092714;;;;;;;
188.7872340425532,200.57788944723617,181.09271523178808;;;;;;;
189.48936170212767,201.3140703517588,181.82781456953643;;;;;;;
190.19148936170214,202.0502512562814,182.4503311258278;;;;;;;
190.89361702127658,202.78643216080403,183.18543046357615;;;;;;;
191.59574468085106,203.0502512562814,183.91390728476821;;;;;;;
192.29787234042553,203.78643216080403,184.64238410596028;;;;;;;
193,204.24433249370276,185.3708609271523;;;;;;;
193.70212765957447,204.18387909319898,186.09933774834437;;;;;;;
194.40425531914894,204.91939546599497,186.82781456953643;;;;;;;
195.10638297872342,204.0528967254408,187.5562913907285;;;;;;;
195.7872340425532,204.7884130982368,188.28476821192052;;;;;;;
196.46808510638297,205.52392947103274,189.01324503311258;;;;;;;
197.14893617021278,206.25944584382873,189.74172185430464;;;;;;;
197.82978723404256,206.97229219143577,190.47019867549668;;;;;;;
198.51063829787233,207.28211586901764,191.19867549668874;;;;;;;
199.19148936170214,207.19899244332493,191.9271523178808;;;;;;;
199.87234042553192,207.93198992443325,192.25827814569536;;;;;;;
200.5531914893617,208.6624685138539,192.98675496688742;;;;;;;
201.2340425531915,209.39294710327457,193.71523178807948;;;;;;;
201.91489361702128,209.2929292929293,194.4437086092715;;;;;;;
202.59574468085106,209.2348484848485,195.1456953642384;;;;;;;
203.27659574468086,209.13131313131314,195.86754966887418;;;;;;;
203.95744680851064,209.86111111111111,196.58940397350995;;;;;;;
203.70212765957447,210.5909090909091,197.3112582781457;;;;;;;
204.36170212765958,211.31565656565655,198.03311258278146;;;;;;;
205.0212765957447,211.1969696969697,198.75496688741723;;;;;;;
205.68085106382978,211.92171717171718,197.26490066225165;;;;;;;
206.3404255319149,212.64646464646464,197.21192052980132;;;;;;;
207,213.37121212121212,197.9271523178808;;;;;;;
207.6595744680851,212.5479797979798,198.64238410596028;;;;;;;
208.31914893617022,213.27272727272728,199.35761589403972;;;;;;;
208.9787234042553,213.99242424242425,200.0728476821192;;;;;;;
209.63829787234042,214.7171717171717,199.7086092715232;;;;;;;
210.29787234042553,214.57828282828282,200.41721854304635;;;;;;;
210.95744680851064,215.3030303030303,201.12582781456953;;;;;;;
207.06382978723406,216.02777777777777,201.83443708609272;;;;;;;
207.72340425531914,216.69949494949495,202.5430463576159;;;;;;;
208.38297872340425,217.40404040404042,203.13907284768212;;;;;;;
209.04255319148936,218.12878787878788,203.8476821192053;;;;;;;
209.70212765957447,218.52658227848102,204.5562913907285;;;;;;;
210.36170212765958,219.05569620253164,205.26490066225165;;;;;;;
211.0212765957447,219.77974683544304,205.97350993377484;;;;;;;
211.68085106382978,219.61518987341773,204.4437086092715;;;;;;;
212.3404255319149,220.3392405063291,205.1523178807947;;;;;;;
213,221.0632911392405,205.86092715231788;;;;;;;
213.6595744680851,221.54683544303796,206.56953642384107;;;;;;;
214.31914893617022,222.27088607594936,207.27814569536423;;;;;;;
214.9787234042553,222.99493670886076,207.98675496688742;;;;;;;
215.63829787234042,222.81518987341772,208.6953642384106;;;;;;;
216.29787234042553,223.53924050632912,209.40397350993376;;;;;;;
216.95744680851064,224.2632911392405,210.11258278145695;;;;;;;
217.61702127659575,224.9873417721519,210.82119205298014;;;;;;;
218.27659574468086,225.7113924050633,211.52980132450332;;;;;;;
218.93617021276594,226.43037974683546,212.23841059602648;;;;;;;
219.59574468085106,227.1493670886076,212.94701986754967;;;;;;;
220.25531914893617,227.86835443037975,213.65562913907286;;;;;;;
220.91489361702128,228.54683544303796,214.36423841059602;;;;;;;
221.5744680851064,228.3392405063291,215.0728476821192;;;;;;;
222.2340425531915,229.05822784810127,215.3841059602649;;;;;;;
222.89361702127658,229.77721518987343,212.12582781456953;;;;;;;
223.5531914893617,230.49620253164557,212.83443708609272;;;;;;;
224.2127659574468,230.27848101265823,213.5430463576159;;;;;;;
224.87234042553192,230.83291139240507,214.25165562913907;;;;;;;
225.53191489361703,231.32151898734176,214.96026490066225;;;;;;;
226.19148936170214,232.0379746835443,215.66887417218544;;;;;;;
226.85106382978722,232.75443037974682,216.3774834437086;;;;;;;
227.51063829787233,233.29367088607594,217.08609271523179;;;;;;;
228.17021276595744,234.01012658227847,217.79470198675497;;;;;;;
228.82978723404256,233.77215189873417,218.4437086092715;;;;;;;
229.46808510638297,234.4886075949367,219.1523178807947;;;;;;;
230.10638297872342,235.20506329113925,219.41059602649005;;;;;;;
230.74468085106383,234.5873417721519,220.11920529801324;;;;;;;
231.38297872340425,234.93401015228426,218.72847682119206;;;;;;;
223.89361702127658,234.70812182741116,219.43708609271522;;;;;;;
224.53191489361703,235.4238578680203,220.1456953642384;;;;;;;
225.17021276595744,236.13959390862945,220.8543046357616;;;;;;;
225.80851063829786,236.85532994923858,221.56291390728478;;;;;;;
226.4255319148936,237.5482233502538,222.27152317880794;;;;;;;
227.04255319148936,237.2766497461929,222.98013245033113;;;;;;;
227.6595744680851,237.60559796437659,223.6887417218543;;;;;;;
228.27659574468086,238.31043256997455,224.39735099337747;;;;;;;
228.89361702127658,239.0178117048346,225.10596026490066;;;;;;;
229.51063829787233,239.72519083969465,225.80794701986756;;;;;;;
230.12765957446808,240.4325699745547,226.43708609271522;;;;;;;
230.74468085106383,241.13994910941477,227.13907284768212;;;;;;;
231.3404255319149,241.84732824427482,227.841059602649;;;;;;;
231.93617021276594,242.1658163265306,228.5430463576159;;;;;;;
232.53191489361703,242.87244897959184,229.24503311258277;;;;;;;
233.12765957446808,242.9719387755102,229.94701986754967;;;;;;;
233.72340425531914,243.67857142857142,230.64900662251657;;;;;;;
234.31914893617022,244.38520408163265,231.35099337748343;;;;;;;
234.91489361702128,245.09183673469389,232.05298013245033;;;;;;;
235.51063829787233,245.7984693877551,232.75496688741723;;;;;;;
236.10638297872342,246.1074168797954,233.4569536423841;;;;;;;
236.70212765957447,246.16368286445012,234.158940397351;;;;;;;
237.29787234042553,246.81329923273657,232.18543046357615;;;;;;;
237.89361702127658,247.51918158567776,230.20529801324503;;;;;;;
238.48936170212767,248.22506393861892,230.90728476821192;;;;;;;
239.08510638297872,248.9309462915601,231.60927152317882;;;;;;;
239.68085106382978,247.44871794871796,232.3112582781457;;;;;;;
240.27659574468086,248.15384615384616,233.01324503311258;;;;;;;
240.87234042553192,248.85897435897436,233.7086092715232;;;;;;;
241.46808510638297,249.56410256410257,234.40397350993376;;;;;;;
242.06382978723406,250.26923076923077,235.09933774834437;;;;;;;
242.6595744680851,250.5578406169666,235.79470198675497;;;;;;;
243.25531914893617,251.26221079691516,236.49006622516555;;;;;;;
243.85106382978722,251.7712082262211,237.18543046357615;;;;;;;
244.4468085106383,252.47557840616966,236.69333333333333;;;;;;;
245.04255319148936,253.17737789203085,235.95333333333335;;;;;;;
245.63829787234042,253.87917737789203,236.64666666666668;;;;;;;
246.2340425531915,254.58097686375322,237.34;;;;;;;
246.82978723404256,254.66838046272494,238.03333333333333;;;;;;;
247.4255319148936,255.37017994858613,238.72666666666666;;;;;;;
248.0212765957447,255.69665809768637,239.42;;;;;;;
248.61702127659575,256.39588688946014,240.11333333333334;;;;;;;
249.2127659574468,257.09511568123395,240.80666666666667;;;;;;;
249.80851063829786,257.7943444730077,241.5;;;;;;;
250.40425531914894,258.4935732647815,242.13333333333333;;;;;;;
251,259.19280205655525,242.82666666666665;;;;;;;
251.59574468085106,259.89203084832906,243.52;;;;;;;
252.19148936170214,259.4884318766067,244.21333333333334;;;;;;;
252.7872340425532,260.1876606683805,244.9;;;;;;;
251.27659574468086,260.88688946015424,245.58666666666667;;;;;;;
251.87234042553192,260.4755784061697,246.27333333333334;;;;;;;
252.46808510638297,261.17480719794344,246.96;;;;;;;
253.06382978723406,261.012853470437,247.64666666666668;;;;;;;
253.6595744680851,261.3598971722365,248.33333333333334;;;;;;;
254.25531914893617,261.61082474226805,249.02;;;;;;;
254.85106382978722,261.1829896907216,249.70666666666668;;;;;;;
255.4468085106383,261.8814432989691,250.39333333333335;;;;;;;
256.0425531914894,262.5798969072165,250.85333333333332;;;;;;;
256.63829787234044,263.2783505154639,251.54;;;;;;;
257.2340425531915,262.83762886597935,252.22666666666666;;;;;;;
257.82978723404256,263.29896907216494,252.91333333333333;;;;;;;
258.4255319148936,263.99226804123714,253.6;;;;;;;
259.02127659574467,264.6855670103093,254.28666666666666;;;;;;;
259.6170212765957,265.37886597938143,254.97333333333333;;;;;;;
260.21276595744683,266.07216494845363,255.66;;;;;;;
260.8085106382979,266.71907216494844,255.42;;;;;;;
261.40425531914894,266.9639175257732,256.1;;;;;;;
262,267.319587628866,256.78;;;;;;;
262.59574468085106,266.38659793814435,257.46;;;;;;;
263.1914893617021,267.0798969072165,258.14;;;;;;;
263.78723404255317,267.77319587628864,258.82;;;;;;;
264.3829787234043,268.46649484536084,259.5;;;;;;;
264.97872340425533,269.14948453608247,259.1066666666667;;;;;;;
265.5744680851064,267.1855670103093,259.7866666666667;;;;;;;
266.17021276595744,267.87886597938143,259.1543624161074;;;;;;;
266.7659574468085,268.569587628866,259.8322147651007;;;;;;;
267.36170212765956,269.2603092783505,260.51006711409394;;;;;;;
267.9574468085106,269.95103092783506,261.18791946308727;;;;;;;
268.5531914893617,270.61082474226805,261.86577181208054;;;;;;;
269.1489361702128,269.3814432989691,262.5436241610738;;;;;;;
269.74468085106383,270.069587628866,263.22147651006713;;;;;;;
270.3404255319149,269.4226804123711,263.8993288590604;;;;;;;
270.93617021276594,269.67783505154637,261.4563758389262;;;;;;;
271.531914893617,270.3659793814433,262.1275167785235;;;;;;;
272.1276595744681,269.87113402061857,262.7986577181208;;;;;;;
272.72340425531917,268.84496124031006,262.0945945945946;;;;;;;
273.3191489361702,269.53229974160206,262.7635135135135;;;;;;;
273.9148936170213,270.21963824289406,263.43243243243245;;;;;;;
274.51063829787233,270.90180878552974,264.10135135135135;;;;;;;
275.1063829787234,270.0723514211886,264.77027027027026;;;;;;;
275.70212765957444,270.7545219638243,264.2432432432432;;;;;;;
276.29787234042556,271.4341085271318,264.9121621621622;;;;;;;
276.8936170212766,271.4108527131783,265.5810810810811;;;;;;;
277.48936170212767,272.09043927648577,266.25;;;;;;;
278.0851063829787,272.7674418604651,266.9189189189189;;;;;;;
278.6808510638298,273.44444444444446,267.5878378378378;;;;;;;
279.27659574468083,274.09302325581393,268.2567567567568;;;;;;;
279.8723404255319,272.29457364341084,268.9256756756757;;;;;;;
280.468085106383,272.72868217054264,269.5878378378378;;;;;;;
281.06382978723406,273.405684754522,266.4189189189189;;;;;;;
281.6595744680851,273.54404145077723,267.0810810810811;;;;;;;
282.25531914893617,273.1844155844156,264.47972972972974;;;;;;;
282.8510638297872,273.8545454545455,265.1418918918919;;;;;;;
283.4468085106383,273.26493506493506,265.80405405405406;;;;;;;
284.0425531914894,273.93506493506493,266.4662162162162;;;;;;;
284.63829787234044,274.6051948051948,267.1283783783784;;;;;;;
285.2340425531915,273.6363636363636,267.7905405405405;;;;;;;
