High Income,Middle Income,Low Income;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
19.047619047619047,57.14285714285714,23.809523809523807;;;;;;;;;
