id,income,income-group,wtp,parking-offender?,distance-parking-target,price-paid,search-time,wants-to-park,die?,reinitialize?,utility-value,mean-utility,informed-flag,agent-strategy-flag,wait-time,park-time,switch-strategy-flag
1147,18170.098345354876,1,4.96743201591056,false,-99,-99,1,false,true,true,-0.4287329655273327,-0.36956829704238975,1,4,0,10477.373803286118,0
1062,17064.15665362229,0,2.199607958473649,false,-99,-99,1,false,true,true,-0.55805742698455,-0.36956829704238975,2,3,0,13686.908605557248,0
1002,13747.15998758318,0,2.727347877128866,false,-99,-99,1,false,true,true,-0.08051867605540038,-0.36956829704238975,0,7,2,10571.8800071635,0
1384,19412.015518005723,1,5.424040055471557,true,-99,-99,3,false,true,true,-0.4410430007619841,-0.3692312214728943,1,1,0,13628.032110241373,0
1466,27309.297333697312,1,3.0168824794989546,false,-99,-99,4,false,true,true,-0.8358058531144321,-0.36913382743153383,1,1,0,5935.930804141083,0
972,33650.44247252438,1,6.40474434439678,false,-99,-99,4,false,true,true,-0.5525817189446157,-0.36913382743153383,2,3,0,4062.023545508596,0
1400,12808.013335677022,0,2.0697687405728162,false,-99,-99,4,false,true,true,-0.4487309605152383,-0.36913382743153383,2,1,0,6227.455958143046,0
1005,21303.863412385064,1,4.060290318965717,true,-99,-99,5,false,true,true,-0.13581819130215692,-0.36815781032443934,1,1,0,18061.48213012487,0
946,17708.822440148837,1,6.102156115866195,false,-99,-99,6,false,true,true,-0.05371282379854053,-0.3679984686215835,2,1,0,14202.455902064063,0
923,29501.49493759148,1,5.074846471203567,false,-99,-99,7,false,true,true,-0.5670779111062787,-0.36813671973360135,2,1,0,4925.131856976029,0
1079,12160.083449988128,0,4.6527017544263485,true,-99,-99,8,false,true,true,-0.2855346704398841,-0.3691942093042793,2,3,0,7476.957857415102,0
1216,22067.96521517927,1,4.010059569420718,false,-99,-99,9,false,true,true,-0.2815096633271963,-0.3689811351663267,1,5,0,16365.314886672328,0
918,26024.32876062429,1,2.938654489561611,false,-99,-99,9,false,true,true,-0.0658157946133324,-0.3689811351663267,2,1,0,5214.888005838923,0
1330,19625.501325731984,1,4.975940542404873,false,-99,-99,10,false,true,true,-0.5959196131772191,-0.36874302279233123,1,3,0,7692.018271916576,0
1109,12561.588540719404,0,3.9329588821139096,false,-99,-99,12,false,true,true,-0.5390172268884649,-0.36811997896528076,2,4,0,1110.1519187224635,0
1153,42309.853427114314,1,4.463566511723726,false,-99,-99,12,false,true,true,-0.3087564139349475,-0.36811997896528076,0,6,0,3587.3444259059893,0
1329,26508.63906939221,1,3.578973732139639,false,-99,-99,13,false,true,true,-0.3257547862070839,-0.36705294934738913,2,5,0,2085.428183947606,0
1488,30295.827352515502,1,5.992539607726672,false,-99,-99,10,false,true,true,-0.3826065759458312,-0.3673523116196718,2,4,0,16835.956139566068,0
1482,29594.737589648605,1,4.904372619120252,true,-99,-99,14,false,true,true,-0.98172690432595,-0.3673523116196718,2,1,0,7983.368487377908,0
1214,31016.65050209079,1,5.309755878896032,true,-99,-99,14,false,true,true,-0.3299208357712616,-0.3673523116196718,1,4,0,5223.964827983868,0
1404,21840.63090416866,1,5.116345878427214,false,-99,-99,15,false,true,true,-0.12949704906398163,-0.365413587627312,1,4,0,9949.583193785626,0
1500,22436.795878231373,1,7.110914692626536,true,-99,-99,2,false,true,true,-0.2206667935765531,-0.365413587627312,0,6,0,8395.588405524864,0
1138,24244.04245483433,1,3.5029976235921945,false,-99,-99,16,false,true,true,-0.12632086333432743,-0.36596943271664484,0,6,0,12083.75350642127,0
1426,14244.807617606462,0,1.6909997746292615,true,-99,-99,17,false,true,true,-0.4660292933046196,-0.3663545224516446,0,6,0,2889.4051985532788,0
1503,24346.032918901983,1,5.211520690829062,false,-99,-99,3,false,true,true,-0.18210944640967175,-0.36617458564550764,0,6,0,2357.0380035572957,0
1280,22133.785888064398,1,4.340135220599105,false,-99,-99,18,false,true,true,-0.40916002100255744,-0.36617458564550764,2,1,0,3947.4035046790973,0
1120,17254.731078965167,0,2.225738582919419,true,-99,-99,20,false,true,true,-0.19518462104965872,-0.3660340938715296,2,1,0,12357.34518083935,0
1257,19221.791424934803,1,4.4208585184717695,false,-99,-99,20,false,true,true,-0.1255927929185539,-0.3660340938715296,0,6,0,1703.5416121945875,0
1375,19277.857555444883,1,2.422831936158398,false,-99,-99,21,false,true,true,-0.23944699539819647,-0.36685647077357714,0,6,0,3248.4139453306775,0
1041,19262.360177326416,1,3.498088078185454,false,-99,-99,22,false,true,true,-0.046593707627333,-0.36675551153722374,0,6,0,16313.202893572745,0
959,30090.85628852317,1,3.5062636751167875,false,-99,-99,22,false,true,true,-0.17199810831528575,-0.36675551153722374,0,6,0,9222.863056421938,0
947,11237.014934277402,0,1.865139861921742,false,-99,-99,23,false,true,true,-0.1648945288188317,-0.36758017130100407,0,7,0,5960.6492551351685,0
1077,18678.662312465418,1,5.399044142978143,false,-99,-99,25,false,true,true,-0.5758438453131235,-0.3669909460765283,1,1,0,4309.647788570089,0
1478,17623.758924256228,0,4.193064150962575,true,-99,-99,27,false,true,true,-0.3469114362043598,-0.36725801213291565,1,1,0,1451.886539476353,0
1437,14791.693304672532,0,3.0049693899608827,true,-99,-99,29,false,true,true,-0.29062327719208914,-0.3672870417225138,1,1,0,10572.584540013257,0
1506,28200.262084887512,1,3.825119084910794,true,-99,-99,16,false,true,true,-0.37489045372996166,-0.36740363405859455,1,3,0,1829.4035437815248,0
1516,17302.449271852063,0,2.063286537425529,false,-99,-99,10,false,true,true,-0.2363580954913435,-0.36660855212160715,0,6,0,734.526889173673,0
1141,19410.356300658084,1,4.2346608519662485,false,-99,-99,35,false,true,true,-0.47290648299084526,-0.3664557156022766,2,4,0,3664.0770793259153,0
1146,32255.027534638728,1,5.590100136363895,false,-99,-99,36,false,true,true,-0.2389658854500359,-0.3659436226385529,2,5,0,7305.913497565287,0
990,36565.08574166348,1,3.8016193652296555,false,-99,-99,38,false,true,true,-0.7589115484102238,-0.3661178838973567,2,3,0,7329.050871776935,0
1009,49724.65583786775,2,7.816186012712635,false,-99,-99,47,false,true,true,-0.6934092151384612,-0.36493536402455345,1,5,0,9008.626380367752,0
1088,8916.070557290863,0,2.3773181968166823,false,-99,-99,63,false,true,true,-0.0723516260200651,-0.3641250021303563,1,4,0,11399.114399581313,0
1210,15673.254657828134,0,2.1462250346584852,true,-99,-99,81,false,true,true,-1.0682701627745095,-0.3650807865037441,1,3,0,3197.200770468575,0
1471,25168.676742981876,1,2.797768128202045,true,-99,-99,86,false,true,true,-0.23037943272926314,-0.36323113222512876,0,7,0,17836.963840869124,0
1528,37442.376327451515,1,4.825260962328746,false,-99,-99,11,false,true,true,-0.01949451762702578,-0.36178267100896655,2,4,0,2595.7909624155445,0
1203,38533.85196274641,1,4.518156778923905,false,-99,-99,101,false,true,true,-0.1928689340722328,-0.3622956084040334,1,4,0,1108.1505502128732,0
948,68451.20474184773,2,7.576206518070548,false,-99,-99,106,false,true,true,-0.44325901637159154,-0.3631898249112438,0,7,0,12419.72825936392,0
1460,14433.190824095904,0,2.043449849156619,false,-99,-99,108,false,true,true,-0.3011226175219758,-0.36342441075748483,2,3,0,1765.7105579707716,0
1042,23253.37970864973,1,5.859618647788845,false,-99,-99,110,false,true,true,-0.3176442521468329,-0.3641986438449796,2,3,0,4100.207595820531,0
1531,69113.9040458523,2,10.449149350132153,false,-99,-99,7,false,true,true,-0.38645965067938365,-0.36338230800575955,2,3,0,3655.9978973694015,0
1432,15340.47224589784,0,2.984609444736052,false,-99,-99,115,false,true,true,-0.44124029723839175,-0.3641798291112106,2,1,0,1163.8900381844378,0
1524,34234.157698430026,1,2.8909478226281164,false,-99,-99,77,false,true,true,-0.04939962472839329,-0.3629068450842119,1,1,0,1637.590966089667,0
1199,19755.914474535082,1,3.5397436779860763,false,-99,-99,116,false,true,true,-0.6690453027472312,-0.3629068450842119,2,1,0,19729.063295622964,0
1411,11813.408264428794,0,1.964330605856682,false,-99,-99,119,false,true,true,-0.39408418300856535,-0.3628001796599829,1,5,0,6396.4531068795795,0
1117,20012.150796576512,1,3.2188611150050943,false,-99,-99,120,false,true,true,-0.2769088592705275,-0.36291681521172947,2,5,0,6502.434901619633,0
937,16688.88606610296,0,3.2113331747794853,false,-99,-99,121,false,true,true,-0.720475204229637,-0.3632033836320422,1,3,0,13940.94458913007,0
1519,17419.447788530983,0,1.2629558393098412,false,-99,-99,91,false,true,true,-0.8346034646756672,-0.3632033836320422,1,4,0,12804.326519549506,0
1162,22350.69280282668,1,5.315427403123412,false,-99,-99,122,false,true,true,-0.43441074272623476,-0.36063817689917016,0,6,0,3634.3441108580264,0
1534,81612.44104663443,2,7.4596544378050185,false,-99,-99,8,false,true,true,-0.5985807786415152,-0.3604928327022218,1,1,0,9997.198706935393,0
995,30970.06054939677,1,3.9334958957071207,false,-99,-99,124,false,true,true,-1.404764173466028,-0.36035235523617526,2,3,0,1810.312592324769,0
954,23596.67044452502,1,3.8917223812458217,false,-99,-99,125,false,true,true,-0.3818045563511761,-0.3587080048568991,0,7,0,5332.458515117539,0
1356,57167.75132598309,2,6.155317151669604,true,-99,-99,127,false,true,true,-0.4713960865624107,-0.35881906034079614,0,6,0,3787.396398115091,0
1246,24590.386569469643,1,2.9774288499269654,false,-99,-99,128,false,true,true,-0.12985260677874394,-0.3590782073355336,2,2,0,10170.979079766004,0
1542,20961.041602797006,1,4.076504721644388,true,-99,-99,5,false,true,true,-0.12000570892347887,-0.3590782073355336,1,4,0,5272.93407732495,0
1546,61304.5209099655,2,8.43165123574799,false,-99,-99,1,false,true,true,-0.45109203882083554,-0.3588526862990287,1,1,0,1086.0936564034278,0
1490,12812.87542187532,0,3.1009378110729036,false,-99,-99,124,false,true,true,-0.28544298816189273,-0.3588526862990287,2,1,0,2895.6048937252676,0
1520,24465.364625807415,1,4.166637867453048,false,-99,-99,97,false,true,true,-0.055444272249796256,-0.35850980667931825,0,6,0,1519.434211932261,0
1113,33619.12663427388,1,4.4969391645208985,true,-99,-99,131,false,true,true,-0.30704086834002864,-0.3591847198742651,0,7,0,14638.818163448783,0
1380,21348.44628750608,1,4.904603680836414,false,-99,-99,134,false,true,true,-0.46135172996014656,-0.3588643888775008,0,6,0,9845.962336478362,0
1125,15064.169966982443,0,3.6466710753903055,false,-99,-99,134,false,true,true,-0.1725437194263989,-0.3588643888775008,0,6,0,2039.6571185039318,0
1085,12419.909344464395,0,2.570442630608118,true,-99,-99,134,false,true,true,-0.6487300571984908,-0.3588643888775008,2,2,0,2114.2255008324196,0
1094,15994.32038184905,0,3.10585495523042,false,-99,-99,136,false,true,true,-0.3255441646995817,-0.3596988259418071,2,4,0,580.7026957118205,0
1517,21869.83213221305,1,3.6511117635333963,false,-99,-99,110,false,true,true,-0.34016207179783375,-0.3596988259418071,1,1,0,3937.685426595934,0
1194,28369.403329020475,1,4.165234771213664,false,-99,-99,137,false,true,true,-0.12083700267374531,-0.3599066751507982,1,2,0,10763.47359572656,0
1026,18596.85694597653,1,4.975461776520677,true,-99,-99,138,false,true,true,-0.3202609849694385,-0.36105552396610685,0,6,0,5933.659129570572,0
1486,12457.972090300651,0,1.501186873510956,false,-99,-99,137,false,true,true,-0.18252402803397794,-0.3607919537433033,2,2,0,2450.2438491177545,0
1074,14982.250414567061,0,3.533300596559931,false,-99,-99,139,false,true,true,-0.12095773131433163,-0.3607919537433033,0,6,0,10218.584899343246,0
1049,24849.933892667803,1,4.692668588615353,true,-99,-99,140,false,true,true,-0.5119085293358469,-0.36023920398210535,2,1,0,6545.082043032309,0
1097,40834.82266345326,1,4.150214499212098,true,-99,-99,144,false,true,true,-0.4525993561316608,-0.35858245645959197,1,1,0,3876.955765735543,0
1459,20244.97557458576,1,3.7997900475207222,false,-99,-99,145,false,true,true,-0.2275175774412126,-0.35810954075158363,1,3,0,11691.915058350056,0
1476,15815.155734211818,0,1.9664577392947564,false,-99,-99,145,false,true,true,-0.42943291474027223,-0.35810954075158363,2,5,0,2610.735754777548,0
1175,25287.78427798548,1,3.3726288561739763,false,-99,-99,146,false,true,true,-0.4713837779690877,-0.35794646326858987,1,3,0,2516.305309085386,0
1337,28957.101322798233,1,3.861048750798838,false,-99,-99,146,false,true,true,-0.1262899270220642,-0.35794646326858987,0,6,0,4248.867851194383,0
1540,8987.903550145911,0,1.966922978430139,false,-99,-99,25,false,true,true,-0.08455550388300186,-0.35889731932030366,0,7,0,8311.904862988278,0
1567,20561.530416596255,1,3.308130584313097,false,-99,-99,1,false,true,true,-0.3558998648578382,-0.36032802923519214,0,7,0,12519.072066194853,0
1565,32476.261750234928,1,5.487898811566254,false,-99,-99,3,false,true,true,-0.06224086665616929,-0.36024613360078755,1,1,0,2322.977870362936,0
1492,23252.580399964052,1,4.554470603712043,false,-99,-99,145,false,true,true,-0.040213169588651704,-0.36029987224028187,2,1,0,9730.919405187731,0
1439,11303.274331321214,0,2.9186519411333904,true,-99,-99,152,false,true,true,-0.16087053926004394,-0.3612819046344092,0,6,0,9802.071412158693,0
1560,15024.878014480528,0,3.09034950275712,false,-99,-99,13,false,true,true,-0.1890819273622817,-0.3612565208192816,0,7,0,6033.76623141789,0
1559,25758.512502799345,1,4.650417506959647,false,-99,-99,14,false,true,true,-0.029215479151051466,-0.3612565208192816,0,6,0,19138.88620769351,0
1332,21860.33453789528,1,4.95962299626697,false,-99,-99,156,false,true,true,-0.3880307648132603,-0.36255510811143454,2,2,0,11442.250108758215,0
1494,28652.270578155316,1,5.375765429082147,true,-99,-99,149,false,true,true,-1.2015716535131409,-0.3625007243194819,0,6,0,7934.745038396998,0
1545,26830.712075702886,1,5.463863519830058,true,-99,-99,32,false,true,true,-0.5137099646344493,-0.3610134959736679,1,2,0,9641.27150873301,0
1571,21733.468708728804,1,2.919097114234036,true,-99,-99,10,false,true,true,-0.5461288950922851,-0.3602617504740709,2,3,0,2603.040911899271,0
1527,16922.749925093587,0,2.020622721987417,true,-99,-99,86,false,true,true,-0.23057818202386013,-0.3603234460794412,1,4,0,1142.3144113938106,0
1477,28848.749358052675,1,4.490988426369678,false,-99,-99,169,false,true,true,-0.44272448860665764,-0.3605579032463558,2,1,0,8686.232800928365,0
1357,18415.980840943696,1,5.614606811481686,false,-99,-99,172,false,true,true,-0.22424607759946621,-0.3600842074382547,2,2,0,4430.647805937581,0
1123,41575.414299708114,1,4.064003355514703,false,-99,-99,174,false,true,true,-0.3199093074315896,-0.3599106711936288,0,6,0,4969.986111410196,0
1022,33805.89114145786,1,3.088398798441694,false,-99,-99,175,false,true,true,-0.45528293665616093,-0.36007339046910725,0,6,0,7725.365654106803,0
1521,10399.756588844057,0,2.10741607291598,false,-99,-99,143,false,true,true,-0.14465618389295176,-0.36103960421900166,2,2,0,8693.082790727265,0
1583,18485.34294137716,1,3.9511884579853964,false,-99,-99,3,false,true,true,-0.6844167935264625,-0.3611199294032479,2,4,0,15631.259270469727,0
1501,18626.252934971464,1,3.440242577289515,true,-99,-99,166,false,true,true,-0.5053721495764892,-0.3606622841342668,1,3,0,11839.499393956927,0
1580,26658.86869014281,1,3.7881041776425795,true,-99,-99,10,false,true,true,-0.2833474230867219,-0.3606622841342668,0,6,0,4118.299200296345,0
1543,95413.12955278964,2,11.08431363464451,false,-99,-99,63,false,true,true,-0.4950350321184666,-0.359702543595368,1,1,0,3440.4788635425425,0
1485,23374.992830263276,1,5.698042094924059,false,-99,-99,185,false,true,true,-0.34794008094434026,-0.359702543595368,0,6,0,3786.5393102908056,0
1121,32741.17397125774,1,6.886395650846497,false,-99,-99,188,false,true,true,-1.1908556836099373,-0.3594969306958352,1,1,0,14476.634539993738,0
1443,17592.446655504722,0,3.290548650193906,true,-99,-99,189,false,true,true,-0.27315186705141425,-0.3570716200707747,2,1,0,5064.562058808569,0
1313,15268.149809804894,0,4.6500223937718905,false,-99,-99,189,false,true,true,-0.3566470875674202,-0.3570716200707747,0,7,0,8364.57716186478,0
1538,14222.81882557147,0,3.574746057036142,false,-99,-99,71,false,true,true,-0.4639488785049579,-0.36010884170904595,1,1,0,7107.4134113495575,0
985,52611.931703086855,2,6.294045515850486,true,-99,-99,191,false,true,true,-1.1734874614950266,-0.36010884170904595,0,6,0,5553.545887295835,0
1069,23905.570625023603,1,6.063507237931348,true,-99,-99,193,false,true,true,-0.2646417556665418,-0.3579411359326989,1,5,0,4111.1579383440585,0
1004,20472.04556973365,1,5.018566895045313,true,-99,-99,193,false,true,true,-0.15409770569330566,-0.3579411359326989,0,7,0,11244.478706256332,0
893,12712.864903536683,0,2.388509107301429,false,-99,-99,194,false,true,true,-0.6138483751691852,-0.3590976657725399,1,3,0,1888.421354160554,0
1587,24090.468208306134,1,4.095039940723613,true,-99,-99,15,false,true,true,-0.11870083808411491,-0.3580015773169967,0,6,0,3814.737947945577,0
1338,31796.72050418556,1,4.040046563319795,false,-99,-99,196,false,true,true,-0.22272541759423714,-0.3580015773169967,1,4,0,10232.698405554645,0
1253,12016.07738749096,0,2.383583258713173,false,-99,-99,197,false,true,true,-0.4476383739810412,-0.35873819455417244,0,6,0,7520.217192733601,0
1336,28690.428313960205,1,5.002516788611564,false,-99,-99,197,false,true,true,-0.20801602741184894,-0.35873819455417244,0,6,0,1627.7271186716741,0
1594,54044.61328215089,2,8.160108907819193,true,-99,-99,6,false,true,true,-0.4306312866335252,-0.35801461779870625,2,5,0,957.2817534016938,0
1564,10540.509037632935,0,4.1518101751281895,true,-99,-99,55,false,true,true,-0.3813901179855933,-0.35882640580680725,2,1,0,8741.358046485651,0
1315,16310.096282968674,0,1.774702600468535,false,-99,-99,202,false,true,true,-0.21159916259936723,-0.3585953206192457,2,4,0,11695.28505204893,0
1576,17882.68468642457,1,3.2814187404957895,false,-99,-99,44,false,true,true,-0.31369633106210176,-0.3585953206192457,2,1,0,1285.1586470854052,0
1156,21026.00747975786,1,5.19531823012652,false,-99,-99,203,false,true,true,-0.26892751767149964,-0.35868097966556517,2,4,0,12987.428636141523,0
1595,26049.759391580865,1,4.67952097354779,false,-99,-99,10,false,true,true,-0.36326541867489043,-0.3584548024109993,1,3,0,7255.169364636151,0
1427,14508.00832862567,0,3.3353388749379627,false,-99,-99,204,false,true,true,-0.10280524555830386,-0.3584548024109993,0,7,0,17650.605114320693,0
1354,52458.7119904957,2,5.894129953218623,false,-99,-99,206,false,true,true,-0.3125487620134051,-0.3580778967518819,2,1,0,511.70394240926726,0
1608,13773.379228534834,0,4.535006340891796,false,-99,-99,3,false,true,true,-0.0346536037120401,-0.3583256293182074,0,6,0,3817.299797652561,0
966,27774.56397173652,1,3.6358078195466335,false,-99,-99,208,false,true,true,-0.3203992593068973,-0.3583256293182074,0,7,0,6615.589039771958,0
1284,20376.00478554055,1,5.119662947082639,false,-99,-99,209,false,true,true,-0.358695272046209,-0.3592543620976952,1,4,0,4023.893797654339,0
1612,29999.94557406907,1,4.125025240319474,false,-99,-99,1,false,true,true,-0.17332030516434824,-0.35916649766736897,0,6,0,546.7169830852672,0
1213,51790.642152400666,2,7.442915646715627,false,-99,-99,211,false,true,true,-0.18097889231576408,-0.35916649766736897,1,3,0,7631.263728261754,0
1511,14057.022557982142,0,3.337455449035841,false,-99,-99,191,false,true,true,-0.33043422692859636,-0.3588403225538465,0,6,0,3855.955791198763,0
1563,28344.084457592704,1,7.195755710300746,false,-99,-99,68,false,true,true,-0.1069405603394107,-0.3589285434091595,1,2,0,7563.525226382759,0
1497,19040.065729132002,1,2.5011113989912475,true,-99,-99,204,false,true,true,-0.14629694346265637,-0.35886713996186403,2,2,0,2529.2607893841578,0
1461,12287.022080334042,0,2.2696614975389027,true,-99,-99,216,false,true,true,-0.5637868306257809,-0.35931115516651596,2,1,0,4490.537010445412,0
1553,13494.023902497744,0,2.4246436727709386,false,-99,-99,82,false,true,true,-0.4972865419544191,-0.3593343240482681,0,6,0,5137.805715085411,0
1475,30223.758840618208,1,4.515028926570607,false,-99,-99,218,false,true,true,-0.18302128278672047,-0.35976782963418724,1,3,0,4885.367597421577,0
