id,income,income-group,wtp,parking-offender?,distance-parking-target,price-paid,search-time,wants-to-park,die?,reinitialize?
1230,25109.898402121027,1,6.2646713243302035,false,-99,-99,35,false,true,true
1001,23630.217984186136,1,3.149430982053324,false,-99,-99,131,false,true,true
1262,43000.6239591123,1,4.668964019485383,false,-99,-99,8,false,true,true
1251,25468.526851589348,1,5.229774389778586,true,-99,-99,20,false,true,true
1257,147361.30381985553,2,9.637444501190009,false,-99,-99,13,false,true,true
1088,26196.7255976994,1,5.074123116511813,true,-99,-99,134,false,true,true
1034,18850.662612917517,1,4.469619092531655,false,-99,-99,134,false,true,true
1242,18148.30279775707,1,4.187487003236872,false,-99,-99,30,false,true,true
1033,38912.3587794802,1,4.740353688819965,true,-99,-99,136,false,true,true
1252,19654.54327063651,1,3.389471056091998,false,-99,-99,23,false,true,true
929,41140.18511452764,1,4.51987491519146,false,-99,-99,138,false,true,true
1203,37826.24174456156,1,6.3350797299811425,true,-99,-99,115,false,true,true
1140,27956.274931160748,1,4.243487513547928,false,-99,-99,143,false,true,true
927,27003.968822723364,1,3.5639697331676965,false,-99,-99,143,false,true,true
1035,18135.43750607768,1,4.266071689796925,false,-99,-99,145,false,true,true
1224,14698.885456205164,0,3.5782036837575326,false,-99,-99,75,false,true,true
1207,28508.97498352071,1,4.011059294318761,false,-99,-99,113,false,true,true
983,29097.9837091393,1,3.6234807683677785,false,-99,-99,146,false,true,true
1269,19752.993921588586,1,3.88940871929645,false,-99,-99,13,false,true,true
1059,49230.51961108552,2,8.405949611823699,false,-99,-99,146,false,true,true
904,15163.296936834606,0,2.056611199277797,false,-99,-99,151,false,true,true
1256,34663.84284684004,1,4.157121090452725,false,-99,-99,33,false,true,true
909,20685.975479292247,1,5.128532020300466,false,-99,-99,152,false,true,true
1133,28094.999804653555,1,3.668836375460435,false,-99,-99,156,false,true,true
1223,41465.67943269538,1,3.195050180119452,false,-99,-99,90,false,true,true
1106,47353.60502400485,2,9.437161772572262,false,-99,-99,158,false,true,true
1100,16829.254970373466,0,2.0191186436378548,true,-99,-99,161,false,true,true
1125,33532.32641994236,1,5.3923529305621605,false,-99,-99,161,false,true,true
1291,24586.916992796614,1,3.48756261162113,false,-99,-99,3,false,true,true
1277,31781.69040627453,1,2.526064493657922,true,-99,-99,24,false,true,true
1261,25143.807256716806,1,2.9401641718717713,true,-99,-99,42,false,true,true
1265,25229.40316215469,1,4.96455827401503,false,-99,-99,38,false,true,true
1042,31406.820692872057,1,5.034460494693979,true,-99,-99,167,false,true,true
1200,16187.439650842012,0,2.6800184620190217,false,-99,-99,148,false,true,true
1286,18813.611401553062,1,5.844635593454494,true,-99,-99,25,false,true,true
1297,29591.6716437863,1,2.976580559995307,false,-99,-99,7,false,true,true
1111,33577.88976794519,1,2.6756939095592807,false,-99,-99,174,false,true,true
1236,22527.509272976953,1,5.235732753706381,true,-99,-99,73,false,true,true
1049,21866.51050683297,1,4.13148742776197,false,-99,-99,176,false,true,true
948,72499.03896388444,2,8.169183900884546,false,-99,-99,176,false,true,true
1264,30642.65181676998,1,5.468121256879475,false,-99,-99,52,false,true,true
1259,25825.5875559005,1,4.975533513937414,false,-99,-99,57,false,true,true
1243,26357.342037296843,1,4.935374922572456,false,-99,-99,74,false,true,true
957,24176.108128981294,1,3.428465386106452,false,-99,-99,181,false,true,true
1276,22830.491727331497,1,4.524986793582681,false,-99,-99,44,false,true,true
1234,28124.40280607289,1,2.9947275851374524,false,-99,-99,82,false,true,true
931,13188.775353882316,0,0.683625909161832,false,-99,-99,183,false,true,true
1270,19902.8253795577,1,4.221033929317685,true,-99,-99,53,false,true,true
1142,24271.425301297513,1,5.407453640766481,false,-99,-99,188,false,true,true
954,37344.90097466237,1,4.625968435834398,true,-99,-99,188,false,true,true
1201,25428.66511254233,1,3.5639853312668337,false,-99,-99,166,false,true,true
1115,42398.70572457889,1,4.562561562291185,false,-99,-99,192,false,true,true
1283,34122.61298200074,1,4.528253357280478,true,-99,-99,50,false,true,true
1215,18619.945412159923,1,3.785142539874067,false,-99,-99,153,false,true,true
911,15519.714261858735,0,2.376413865902847,false,-99,-99,198,false,true,true
1271,43247.8778307499,1,3.7599677849307946,false,-99,-99,63,false,true,true
1303,22836.434703869545,1,7.138269865792558,false,-99,-99,24,false,true,true
1137,29889.95207160388,1,3.883482631502471,false,-99,-99,199,false,true,true
939,20138.452143684382,1,4.450427516982029,false,-99,-99,200,false,true,true
987,20073.36918408513,1,4.889783798589432,false,-99,-99,202,false,true,true
1227,20669.590908913477,1,4.455721395579952,false,-99,-99,116,false,true,true
1319,21193.21509153494,1,4.745316302731533,false,-99,-99,6,false,true,true
1164,37375.87479837519,1,5.284568709542153,false,-99,-99,204,false,true,true
998,14914.887336838132,0,3.0590857247788135,false,-99,-99,204,false,true,true
1312,23510.52429203395,1,6.727487184712664,false,-99,-99,23,false,true,true
1313,11104.19942978878,0,2.946340467082402,false,-99,-99,24,false,true,true
1073,25172.7812749893,1,4.189821718127352,false,-99,-99,208,false,true,true
996,41425.529849578576,1,3.7828819773019386,true,-99,-99,209,false,true,true
1222,24711.711459038328,1,2.7265370708736207,false,-99,-99,143,false,true,true
990,59899.069700283646,2,10.128801345021847,false,-99,-99,212,false,true,true
906,15913.386292973524,0,1.9754034385888781,true,-99,-99,215,false,true,true
943,41209.53240781589,1,3.8065139272784774,false,-99,-99,215,false,true,true
1272,49604.133773749105,2,7.952939179882845,false,-99,-99,83,false,true,true
1293,8863.853008449605,0,1.645367335922338,true,-99,-99,57,false,true,true
1267,24018.48320533347,1,6.966660747954367,true,-99,-99,88,false,true,true
1134,33775.57156099822,1,6.337637374327065,false,-99,-99,220,false,true,true
1238,38293.34300137118,1,3.1745833329084223,false,-99,-99,119,false,true,true
918,30559.87575221013,1,4.79135413818578,false,-99,-99,222,false,true,true
1216,48392.43776014358,2,5.516955110859365,false,-99,-99,176,false,true,true
1260,45349.28517576364,1,6.434882859079164,false,-99,-99,104,false,true,true
1198,30345.036586975006,1,3.776850156408108,false,-99,-99,212,false,true,true
1340,17879.639282161686,1,4.213260500759176,false,-99,-99,10,false,true,true
1321,13013.179392066257,0,2.623076496825077,true,-99,-99,31,false,true,true
1202,21820.232856102528,1,5.4022123682263254,true,-99,-99,204,false,true,true
1014,15661.831309719939,0,1.4908824943285448,true,-99,-99,230,false,true,true
1301,19368.13669624384,1,3.9709905528944582,false,-99,-99,59,false,true,true
1123,22579.25781054323,1,2.66842680732266,false,-99,-99,233,false,true,true
1258,9947.231148886964,0,2.9737455077134007,true,-99,-99,114,false,true,true
1306,21029.382232175114,1,3.9244495920297595,false,-99,-99,61,false,true,true
1005,38678.848174589206,1,4.097531579545025,true,-99,-99,239,false,true,true
1190,25358.992462638394,1,3.9242212382407082,false,-99,-99,230,false,true,true
1322,19383.232386036383,1,5.950933566976779,false,-99,-99,47,false,true,true
1296,39666.99296978152,1,5.717041096347738,true,-99,-99,83,false,true,true
930,20512.373900066435,1,3.792831937051484,false,-99,-99,249,false,true,true
924,19523.312900789864,1,4.696311599220608,false,-99,-99,249,false,true,true
1285,47509.013110035856,2,11.908674724570865,false,-99,-99,105,false,true,true
1299,31633.912654823904,1,3.789571505486904,false,-99,-99,88,false,true,true
1247,22774.653836166293,1,5.712232101952212,false,-99,-99,149,false,true,true
1358,20478.792449919958,1,4.368079411527292,true,-99,-99,11,false,true,true
1250,25623.877159337633,1,5.664828211414789,false,-99,-99,148,false,true,true
1359,22628.21288738286,1,5.468410896529673,false,-99,-99,12,false,true,true
1316,36594.37019345289,1,6.341617549469264,true,-99,-99,72,false,true,true
1279,28656.54408556818,1,4.792810063752005,false,-99,-99,117,false,true,true
1294,28556.95980063353,1,5.252193638411784,false,-99,-99,100,false,true,true
1315,30430.04093863859,1,4.430199973210443,false,-99,-99,74,false,true,true
1077,16273.81610666066,0,1.7190438601233906,false,-99,-99,264,false,true,true
975,18895.774772505163,1,5.232357225052341,false,-99,-99,266,false,true,true
1292,59862.77056576366,2,8.494998286873532,false,-99,-99,108,false,true,true
1310,29940.3579349808,1,4.725040782988599,false,-99,-99,86,false,true,true
1368,24592.86318008702,1,6.4105879328320565,true,-99,-99,7,false,true,true
889,11361.148546950006,0,1.7133515090619724,true,-99,-99,272,false,true,true
1370,22214.68860533192,1,3.1442903127187027,false,-99,-99,11,false,true,true
1374,49190.3138164661,2,8.255213266028107,false,-99,-99,6,false,true,true
1379,51419.4121197764,2,6.567018383063997,true,-99,-99,1,false,true,true
1377,14908.179719581522,0,1.8706487584902536,false,-99,-99,3,false,true,true
897,19352.751303663823,1,5.564341629360429,false,-99,-99,277,false,true,true
1343,19451.590295282833,1,4.790329251262821,false,-99,-99,57,false,true,true
1244,33289.374421301334,1,3.0752639260814636,true,-99,-99,172,false,true,true
1309,36543.119611432936,1,4.931255807374639,true,-99,-99,99,false,true,true
1193,16714.016230896603,0,2.680994589275567,false,-99,-99,271,false,true,true
1355,18207.69770179604,1,2.3829490884833664,false,-99,-99,42,false,true,true
1031,24418.325820192535,1,5.39765826188204,false,-99,-99,281,false,true,true
1030,20124.93443244355,1,6.403912971954414,false,-99,-99,284,false,true,true
1388,31522.62761225628,1,3.706857641191977,false,-99,-99,3,false,true,true
1351,35958.70394440092,1,4.1701791909767625,true,-99,-99,54,false,true,true
1212,61146.80586772658,2,8.750268591322737,false,-99,-99,244,false,true,true
1229,25029.262957815637,1,4.405318048705466,false,-99,-99,194,false,true,true
1354,13665.854986669787,0,1.975838020064552,false,-99,-99,52,false,true,true
1394,22222.63144759572,1,5.611988810669772,false,-99,-99,1,false,true,true
1228,14081.756003407176,0,4.005716196776534,true,-99,-99,197,false,true,true
1237,12969.890157227826,0,5.066516742618731,false,-99,-99,190,false,true,true
1389,26063.11063214235,1,6.535328813987037,true,-99,-99,6,false,true,true
1298,32288.639399406464,1,3.345794914273796,false,-99,-99,126,false,true,true
1253,12403.696487563717,0,1.695116741754789,false,-99,-99,177,false,true,true
1263,15235.960309519363,0,2.2333542522172523,false,-99,-99,172,false,true,true
1331,29383.711443024706,1,3.7197002687504375,false,-99,-99,91,false,true,true
1308,24915.188938008483,1,4.260666024854307,false,-99,-99,119,false,true,true
989,34087.67476795127,1,2.122620372450586,false,-99,-99,299,false,true,true
1307,25010.463306065452,1,3.4701119896672696,false,-99,-99,123,false,true,true
1345,25455.263080500798,1,2.9527283771361854,true,-99,-99,78,false,true,true
1329,14451.952927522376,0,3.062854282358212,true,-99,-99,101,false,true,true
1334,46334.67594313328,1,3.2107301007536297,false,-99,-99,97,false,true,true
1332,34604.414370861596,1,4.3865516966192475,false,-99,-99,101,false,true,true
1009,44695.218686227374,1,3.2212155830788127,true,-99,-99,310,false,true,true
1288,26254.115991684524,1,7.869142937792496,true,-99,-99,158,false,true,true
1282,12336.752620891219,0,2.7278615082183735,false,-99,-99,167,false,true,true
891,65644.59540414307,2,6.061766084893005,false,-99,-99,314,false,true,true
902,16974.076868417425,0,3.1168941391915315,false,-99,-99,315,false,true,true
1327,27518.566503930073,1,4.992535597333586,false,-99,-99,112,false,true,true
986,18290.59959118984,1,3.165263002521764,false,-99,-99,317,false,true,true
1050,10060.285520041747,0,4.408006607500375,false,-99,-99,319,false,true,true
1407,16775.13293306188,0,3.068143519109046,false,-99,-99,12,false,true,true
956,14013.37364403719,0,1.2306035919667384,false,-99,-99,320,false,true,true
1174,17305.557662667157,0,1.9776521791064177,false,-99,-99,322,false,true,true
1418,14589.600363252897,0,2.885552793279465,false,-99,-99,4,false,true,true
1326,22101.40055236339,1,4.940050552410769,false,-99,-99,122,false,true,true
1314,31913.322095882402,1,4.736203402787369,true,-99,-99,139,false,true,true
1199,29893.61230051937,1,6.000232101012498,false,-99,-99,313,false,true,true
1362,57589.024742673595,2,6.080610124094359,true,-99,-99,77,false,true,true
1395,36855.96929041979,1,4.5415716807273965,true,-99,-99,40,false,true,true
1387,16006.430367528043,0,2.571744877211213,false,-99,-99,50,false,true,true
1317,34686.77650584863,1,4.919867711996357,false,-99,-99,142,false,true,true
1335,36637.73515250631,1,8.714779715673364,true,-99,-99,124,false,true,true
1336,59295.472265057644,2,6.976844050280757,false,-99,-99,124,false,true,true
1378,34199.70380122634,1,5.777494942858382,false,-99,-99,62,false,true,true
1373,30050.804806567256,1,3.748400674549342,true,-99,-99,73,false,true,true
1148,31525.910316429425,1,4.8814858420678044,true,-99,-99,341,false,true,true
1381,77630.61560424013,2,9.26773890701401,false,-99,-99,64,false,true,true
950,55686.6001517233,2,8.474002747660316,false,-99,-99,341,false,true,true
1433,24217.475076971074,1,3.3608687011432186,false,-99,-99,1,false,true,true
1375,26608.270052638854,1,4.039412656043303,false,-99,-99,74,false,true,true
1220,20095.526479950244,1,3.314423839452549,false,-99,-99,286,false,true,true
1401,12757.030347861837,0,2.950106480022816,false,-99,-99,48,false,true,true
1397,12476.836616495922,0,1.2878413838013574,true,-99,-99,56,false,true,true
1117,25726.681188493396,1,5.484249348316825,false,-99,-99,348,false,true,true
1304,20126.404916922955,1,4.615263871848695,true,-99,-99,173,false,true,true
1337,29976.531565372665,1,3.716984490616353,true,-99,-99,133,false,true,true
1391,29356.350637964624,1,6.008758729947193,false,-99,-99,64,false,true,true
1274,26698.875518969406,1,5.228774389160289,false,-99,-99,215,false,true,true
1414,12929.666620434686,0,3.0215474984677915,false,-99,-99,36,false,true,true
1268,33954.07469505146,1,5.530087119657545,false,-99,-99,222,false,true,true
1434,59885.385999173115,2,10.155446594101209,true,-99,-99,15,false,true,true
1287,8079.063538240427,0,2.3289091587103616,false,-99,-99,206,false,true,true
1338,14829.644036477099,0,2.517917629274807,false,-99,-99,144,false,true,true
1441,18462.074854366063,1,3.2309083725527414,false,-99,-99,15,false,true,true
1032,44915.69274649538,1,2.3600714332551544,false,51.40038910358559,-99,21,true,true,true
1428,9561.335779130839,0,2.6198832460200885,false,-99,-99,32,false,true,true
1447,18117.459785178846,1,5.758208459125406,false,-99,-99,10,false,true,true
1438,27474.546859571747,1,4.780706341236019,false,-99,-99,21,false,true,true
1451,23095.961781263737,1,3.3690784569003247,false,-99,-99,6,false,true,true
1318,35900.36699937813,1,4.503953995716413,false,-99,-99,178,false,true,true
1450,13955.63771507139,0,0.8951100799487529,false,-99,-99,11,false,true,true
1456,26907.994792357254,1,6.13360680149587,false,-99,-99,1,false,true,true
1384,29975.902918845422,1,5.517854107885983,true,-99,-99,95,false,true,true
901,22230.334159610302,1,3.1724672933508478,false,-99,-99,374,false,true,true
1347,38746.63930090418,1,3.7042033228343767,false,-99,-99,147,false,true,true
1417,9458.150960274847,0,3.8019771918920946,false,-99,-99,55,false,true,true
1295,42032.97909477537,1,5.489155555562456,false,-99,-99,214,false,true,true
1245,56308.041900013006,2,5.9647485004610985,false,-99,-99,270,false,true,true
1249,19166.25844574698,1,5.1396536468395055,false,-99,-99,268,false,true,true
1367,25893.011016621713,1,4.267102095288825,false,-99,-99,118,false,true,true
1241,26826.100178309483,1,7.555633679770774,false,-99,-99,276,false,true,true
1284,25817.96976891951,1,5.3083962618305955,false,-99,-99,234,false,true,true
1453,6026.9666484661875,0,3.2668555292102206,true,-99,-99,15,false,true,true
1406,46672.93801830795,1,5.7628020881743405,false,-99,-99,81,false,true,true
1361,23322.976449703223,1,2.914241676121905,false,-99,-99,133,false,true,true
1356,21058.64132034575,1,4.6663845663831,true,-99,-99,146,false,true,true
1281,19370.630186651433,1,2.8729845116337978,false,-99,-99,241,false,true,true
1462,17351.523513669963,0,2.880720011208279,false,-99,-99,12,false,true,true
1398,23745.870379337903,1,3.4118378509354637,true,-99,-99,98,false,true,true
1475,16173.292923404157,0,1.2462644806277372,false,-99,-99,1,false,true,true
1273,22405.237666079774,1,5.161916152084132,false,-99,-99,259,false,true,true
1445,32366.50762063208,1,7.886168703650333,false,-99,-99,42,false,true,true
1290,33509.11912865768,1,3.8051667536243015,false,-99,-99,243,false,true,true
1439,15646.332142885032,0,2.377683097786381,false,-99,-99,53,false,true,true
1443,33296.52124741036,1,6.786834295704706,false,-99,-99,50,false,true,true
1055,27608.470712646475,1,4.358920183968769,true,-99,-99,400,false,true,true
1476,13997.829192139683,0,2.189927359276611,false,-99,-99,12,false,true,true
1399,38574.8230472407,1,4.879239655715691,true,-99,-99,111,false,true,true
1410,23540.31362737473,1,2.4916561157158923,false,-99,-99,96,false,true,true
1344,87540.9170587816,2,5.600358373574399,false,-99,-99,190,false,true,true
1484,13575.465803434534,0,2.8975674018620645,true,-99,-99,13,false,true,true
1280,32845.0261546267,1,6.734976751404211,false,-99,-99,273,false,true,true
1305,51432.04872211476,2,10.151689037613767,false,-99,-99,241,false,true,true
1405,18669.401798360806,1,6.8870358877960305,true,-99,-99,117,false,true,true
1128,7599.883296263383,0,3.713834494552298,true,-99,-99,420,false,true,true
1491,32258.867730280428,1,3.230260485941893,false,-99,-99,1,false,true,true
1350,17435.272025963714,0,2.747871774785128,true,-99,-99,190,false,true,true
1440,20018.40592092723,1,4.411887372091505,true,-99,-99,74,false,true,true
1311,25815.69225500351,1,5.425564656714181,false,-99,-99,241,false,true,true
1330,22476.4992800438,1,3.584233098236295,true,-99,-99,218,false,true,true
1469,25844.59745027317,1,4.696592517677154,false,-99,-99,43,false,true,true
1240,11189.419623700414,0,2.4540510148550103,false,-99,-99,322,false,true,true
1452,44988.45913085718,1,5.132223687668379,false,-99,-99,61,false,true,true
1412,11310.51122153099,0,5.220104166099463,false,-99,-99,112,false,true,true
1403,30630.52350474421,1,3.2358074731798623,false,-99,-99,128,false,true,true
1446,17096.831698681843,0,2.5950237672584087,true,-99,-99,81,false,true,true
1348,15467.086506408168,0,3.246653007505242,false,-99,-99,204,false,true,true
1365,42945.08117674828,1,3.986500089757235,true,-99,-99,178,false,true,true
1300,11733.547295319146,0,2.7101546718879423,true,-99,-99,270,false,true,true
1463,29327.98755558909,1,5.035257463723944,false,-99,-99,66,false,true,true
1400,9046.981211147673,0,1.8446347260453462,true,-99,-99,148,false,true,true
1502,28288.36745887062,1,4.675234081008552,false,-99,-99,14,false,true,true
1435,47197.35836054214,2,9.87829211082119,false,-99,-99,102,false,true,true
1408,23237.373003134817,1,4.00570894117606,false,-99,-99,138,false,true,true
1328,33628.43945642112,1,7.231928616986317,false,-99,-99,244,false,true,true
1392,28134.399143751863,1,4.064668751901847,true,-99,-99,163,false,true,true
1458,11447.155906224898,0,2.5300608120774535,true,-99,-99,76,false,true,true
1411,33107.88969310415,1,4.75429177952639,false,-99,-99,139,false,true,true
1239,15510.006638566514,0,2.298579736818071,true,-99,-99,349,false,true,true
1385,22370.39812476997,1,4.016501112418244,true,-99,-99,174,false,true,true
1421,17570.11125016377,0,2.212739598845438,false,-99,-99,130,false,true,true
1444,28915.11156396478,1,6.233000935733827,false,-99,-99,106,false,true,true
1442,13369.422462544819,0,2.860917486306648,true,-99,-99,109,false,true,true
1485,26388.528535247086,1,4.50090093582367,false,-99,-99,53,false,true,true
1393,16811.857845694463,0,2.0033030264726173,true,-99,-99,172,false,true,true
1515,17638.77058255262,1,5.566979713475731,false,-99,-99,10,false,true,true
1478,32701.254828454857,1,5.079319601418683,true,-99,-99,67,false,true,true
1225,14438.628081518937,0,2.9608387576091486,true,-99,-99,386,false,true,true
1521,31973.789827932113,1,4.399205243563282,false,-99,-99,3,false,true,true
1487,49768.49495221267,2,8.812058681347418,false,-99,-99,51,false,true,true
1352,19016.17079778594,1,2.7658914035612545,false,-99,-99,233,false,true,true
1430,61832.09418408553,2,10.40568851925083,false,-99,-99,129,false,true,true
1519,34296.39990762819,1,3.9174109001691795,false,-99,-99,9,false,true,true
1422,19398.694205639218,1,4.019286161168586,false,-99,-99,142,false,true,true
1349,18756.174868871403,1,5.726769773156838,false,-99,-99,238,false,true,true
1232,15104.116641034512,0,2.230886739682615,false,-99,-99,371,false,true,true
1360,29686.50374519341,1,5.1577614221206565,false,-99,-99,221,false,true,true
1467,31092.08603639462,1,3.4504741863627535,true,-99,-99,92,false,true,true
1528,27878.206379478732,1,4.543243867910438,false,-99,-99,6,false,true,true
1523,28580.498684259463,1,3.6526645984763055,false,-99,-99,10,false,true,true
1346,23175.74017547028,1,5.463295202925351,false,-99,-99,248,false,true,true
1535,21169.079698885784,1,5.475768412721123,false,-99,-99,3,false,true,true
1511,44346.16934551826,1,3.299721168594103,false,-99,-99,29,false,true,true
1494,15188.491843789086,0,2.744766003482222,false,-99,-99,56,false,true,true
1529,66343.71358865178,2,12.761374910488748,false,-99,-99,11,false,true,true
1518,9053.145583091187,0,3.8060370072433525,true,-99,-99,24,false,true,true
1363,17739.91541757224,1,4.651258519860508,false,-99,-99,225,false,true,true
1278,20862.63078366973,1,5.554852997911071,false,-99,-99,340,false,true,true
1479,28629.036174681998,1,2.710039290436201,false,-99,-99,87,false,true,true
1342,21133.649538213554,1,5.151900812174248,true,-99,-99,262,false,true,true
1524,38190.872091332676,1,3.623037980055997,false,-99,-99,21,false,true,true
1413,47922.74404193047,2,13.531701694834688,true,-99,-99,172,false,true,true
1424,31389.072245969288,1,2.451057608156684,false,-99,-99,157,false,true,true
1409,34973.432115427066,1,4.888909199791243,false,-99,-99,176,false,true,true
1380,10263.726921206036,0,2.3565422199910113,true,-99,-99,212,false,true,true
1482,43153.676302990876,1,5.365029001545391,false,-99,-99,88,false,true,true
1372,11273.01149967959,0,2.013464538823028,false,-99,-99,225,false,true,true
1369,35951.249425224596,1,5.07698716787248,false,-99,-99,230,false,true,true
1266,22177.10133646817,1,6.9145150291299835,false,-99,-99,363,false,true,true
